"geological_age","age_min","age_max","age_unit"
"?",NULL,NULL,NULL
"~148",NULL,NULL,NULL
"~50 Ma (Eocene)",NULL,NULL,NULL
"Upper Miocene",NULL,NULL,NULL
"Upper Miocene -  Messinian",NULL,NULL,NULL
"Upper Miocene - late Messinian ",NULL,NULL,NULL
"Upper Miocene - Messinian",NULL,NULL,NULL
"Upper Miocene - Tortonian",NULL,NULL,NULL
"Upper Mississippian - Upper Devonian","326.4","385.3","million years (Ma)"
"Upper Ordovician","543.8",NULL,"million years (Ma)"
"upper Paleocene",NULL,NULL,NULL
"upper Pliocene",NULL,NULL,NULL
"Upper Pliocene-Pleistocene",NULL,NULL,NULL
"Upper Triassic","214.4","217.4","Ma"
"Upper Triassic","216.9","219.1","Ma"
"Upper Triassic","217.5","225.5","Ma"
"Upper Triassic","218.3","223.3","Ma"
"Upper Triassic","219.2","223.4","Ma"
"Upper Triassic","226.6","231.2","Ma"
"Upper Triassic",NULL,NULL,NULL
"uppermost Triassic",NULL,"206",NULL
"uppermost Triassic",NULL,"208",NULL
"uppermost Triassic",NULL,"210",NULL
"uppermost Triassic",NULL,"216",NULL
"Valanginian",NULL,NULL,NULL
"Valanginian ",NULL,NULL,NULL
"Vendian",NULL,NULL,NULL
"Visean (Early Carboniferous)",NULL,"468.9","million years (Ma)"
"Visean (Early Carboniferous)",NULL,"561.9","million years (Ma)"
"Visean (Early Carboniferous)",NULL,"578.2","million years (Ma)"
"Visean (Early Carboniferous)",NULL,"583.7","million years (Ma)"
"Walloon Subgroup",NULL,NULL,NULL
"Wesphalian D base",NULL,NULL,NULL
"Westphalian (Late Carboniferous)",NULL,"322.8","million years (Ma)"
"Westphalian (Late Carboniferous)",NULL,"339.3","million years (Ma)"
"Westphalian C",NULL,NULL,NULL
"Westphalian D top",NULL,NULL,NULL
"Ypresian",NULL,NULL,NULL
NULL,"-1105",NULL,"years"
NULL,"-321",NULL,"years"
NULL,"-38",NULL,"years before present"
NULL,"-0.03","0.15",NULL
NULL,"-7.2e-05","-7.2e-05",NULL
NULL,"0","0","Ma"
NULL,"0","0","million years (Ma)"
NULL,"0","0.01","Ma"
NULL,"0","0.425","million years (Ma)"
NULL,"0","1","million years (Ma)"
NULL,"0","2.5","Ma"
NULL,"0","2.6","Ma"
NULL,"0","4.54",NULL
NULL,"0","15","years"
NULL,"0","20","years"
NULL,"0","30","years"
NULL,"0","150","Ma"
NULL,"0","150",NULL
NULL,"0","200","years"
NULL,"0","285","cal yrs BP"
NULL,"0","20000","years"
NULL,"0",NULL,"million years (Ma)"
NULL,"0",NULL,NULL
NULL,"6.4e-05",NULL,"million years (Ma)"
NULL,"7.9e-05",NULL,"million years (Ma)"
NULL,"0.0001","0.0001","Ma"
NULL,"0.00015","170","million years (Ma)"
NULL,"0.00015",NULL,"million years (Ma)"
NULL,"0.000271",NULL,"million years (Ma)"
NULL,"0.000311",NULL,"million years (Ma)"
NULL,"0.000532","0.000532","Ma"
NULL,"0.0006","0.0006","Ma"
NULL,"0.0007","0.0007",NULL
NULL,"0.001","0.02","million years (Ma)"
NULL,"0.001",NULL,NULL
NULL,"0.001009",NULL,"million years (Ma)"
NULL,"0.0011","0.0011","Ma"
NULL,"0.001138","0.001138","Ma"
NULL,"0.001253","0.001253","Ma"
NULL,"0.001258",NULL,"million years (Ma)"
NULL,"0.0013","0.0013","Ma"
NULL,"0.0014","0.0014","Ma"
NULL,"0.002","0.5","million years (Ma)"
NULL,"0.0024","0.0024","Ma"
NULL,"0.002671","0.002671","Ma"
NULL,"0.0027","0.0027","Ma"
NULL,"0.004",NULL,"million years (Ma)"
NULL,"0.004705","0.004705","Ma"
NULL,"0.0054","0.0054","Ma"
NULL,"0.006025","0.006025","Ma"
NULL,"0.008059","0.008059","Ma"
NULL,"0.009379","0.009379","Ma"
NULL,"0.01","2.6","Ma"
NULL,"0.01","2.6",NULL
NULL,"0.0103","0.0103","Ma"
NULL,"0.011413","0.011413","Ma"
NULL,"0.0121","0.0121","Ma"
NULL,"0.0126","0.0126","Ma"
NULL,"0.013202","0.013202","Ma"
NULL,"0.014342","0.014342","Ma"
NULL,"0.014974","0.014974","Ma"
NULL,"0.015449","0.015449","Ma"
NULL,"0.015913","0.015913","Ma"
NULL,"0.016056","0.016056","Ma"
NULL,"0.016722","0.016722","Ma"
NULL,"0.017",NULL,"Ma"
NULL,"0.017",NULL,"million years (Ma)"
NULL,"0.017243","0.017243","Ma"
NULL,"0.017681","0.017681","Ma"
NULL,"0.0177","0.0177","Ma"
NULL,"0.018107","0.018107","Ma"
NULL,"0.018551","0.018551","Ma"
NULL,"0.018976","0.018976","Ma"
NULL,"0.019414","0.019414","Ma"
NULL,"0.01984","0.01984","Ma"
NULL,"0.02","0.09","million years (Ma)"
NULL,"0.02","23","Ma"
NULL,"0.020917","0.020917","Ma"
NULL,"0.022341","0.022341","Ma"
NULL,"0.023785","0.023785","Ma"
NULL,"0.0248","0.0248","Ma"
NULL,"0.025189","0.025189","Ma"
NULL,"0.026633","0.026633","Ma"
NULL,"0.027296","0.027296","Ma"
NULL,"0.0274","0.0274","Ma"
NULL,"0.0276","0.0276","Ma"
NULL,"0.0277","0.0277","Ma"
NULL,"0.028369","0.028369","Ma"
NULL,"0.030524","0.030524","Ma"
NULL,"0.031","0.128","million years (Ma)"
NULL,"0.031426","0.031426","Ma"
NULL,"0.033239","0.033239","Ma"
NULL,"0.034206","0.034206","Ma"
NULL,"0.035915","0.035915","Ma"
NULL,"0.037117","0.037117","Ma"
NULL,"0.0375","0.0375","Ma"
NULL,"0.039195","0.039195","Ma"
NULL,"0.04","0.13","Ma"
NULL,"0.040914","0.040914","Ma"
NULL,"0.043216","0.043216","Ma"
NULL,"0.046478","0.046478","Ma"
NULL,"0.047996","0.047996","Ma"
NULL,"0.0481","0.0481","Ma"
NULL,"0.05","0.05","million years (Ma)"
NULL,"0.05","0.09",NULL
NULL,"0.05087","0.05087","Ma"
NULL,"0.0511","0.0511","Ma"
NULL,"0.05452","0.05452","Ma"
NULL,"0.056232","0.056232","Ma"
NULL,"0.0569","0.0569","Ma"
NULL,"0.0573","0.0573","Ma"
NULL,"0.059107","0.059107","Ma"
NULL,"0.06","0.06","Ma"
NULL,"0.06",NULL,"Ma"
NULL,"0.060819","0.060819","Ma"
NULL,"0.0625","0.0625","Ma"
NULL,"0.063822","0.063822","Ma"
NULL,"0.066988","0.066988","Ma"
NULL,"0.0679","0.0679","Ma"
NULL,"0.07","0.17","million years (Ma)"
NULL,"0.07036","0.07036","Ma"
NULL,"0.072","0.072","Ma"
NULL,"0.072596","0.072596","Ma"
NULL,"0.074",NULL,NULL
NULL,"0.076875","0.076875","Ma"
NULL,"0.0773","0.0773","Ma"
NULL,"0.0777","0.0777","Ma"
NULL,"0.079142","0.079142","Ma"
NULL,"0.0794","0.0794","Ma"
NULL,"0.0808","0.0808","Ma"
NULL,"0.0817","0.0817","Ma"
NULL,"0.083078","0.083078","Ma"
NULL,"0.085346","0.085346","Ma"
NULL,"0.0875","0.0875","Ma"
NULL,"0.088319","0.088319","Ma"
NULL,"0.090266","0.090266","Ma"
NULL,"0.0913","0.0913","Ma"
NULL,"0.0922","0.0922","Ma"
NULL,"0.094031","0.094031","Ma"
NULL,"0.096255","0.096255","Ma"
NULL,"0.1","0.15",NULL
NULL,"0.1","0.3",NULL
NULL,"0.10002","0.10002","Ma"
NULL,"0.102223","0.102223","Ma"
NULL,"0.104","0.104","Ma"
NULL,"0.10601","0.10601","Ma"
NULL,"0.108363","0.108363","Ma"
NULL,"0.1092","0.1092","Ma"
NULL,"0.11","0.11","Ma"
NULL,"0.112256","0.112256","Ma"
NULL,"0.113","0.113","Ma"
NULL,"0.114395","0.114395","Ma"
NULL,"0.115","0.115","Ma"
NULL,"0.118246","0.118246","Ma"
NULL,"0.12","0.12","million years (Ma)"
NULL,"0.120342","0.120342","Ma"
NULL,"0.1207","0.1207","Ma"
NULL,"0.124235","0.124235","Ma"
NULL,"0.1261","0.1261","Ma"
NULL,"0.126417","0.126417","Ma"
NULL,"0.128044","0.128044","Ma"
NULL,"0.129","0.129","Ma"
NULL,"0.1291","0.1291","Ma"
NULL,"0.1292","0.1292","Ma"
NULL,"0.1325","0.1325","Ma"
NULL,"0.133539","0.133539","Ma"
NULL,"0.135736","0.135736","Ma"
NULL,"0.1359","0.1359","Ma"
NULL,"0.138","0.138","Ma"
NULL,"0.139473","0.139473","Ma"
NULL,"0.141231","0.141231","Ma"
NULL,"0.1423","0.1423","Ma"
NULL,"0.145385","0.145385","Ma"
NULL,"0.1467","0.1467","Ma"
NULL,"0.147604","0.147604","Ma"
NULL,"0.1498","0.1498","Ma"
NULL,"0.1499","0.1499","Ma"
NULL,"0.15","0.15","million years (Ma)"
NULL,"0.151297","0.151297","Ma"
NULL,"0.153048","0.153048","Ma"
NULL,"0.155792","0.155792","Ma"
NULL,"0.157365","0.157365","Ma"
NULL,"0.1574","0.1574","Ma"
NULL,"0.158","0.158","Ma"
NULL,"0.160078","0.160078","Ma"
NULL,"0.1606","0.1606","Ma"
NULL,"0.161651","0.161651","Ma"
NULL,"0.1631","0.1631","Ma"
NULL,"0.1638","0.1638","Ma"
NULL,"0.164225","0.164225","Ma"
NULL,"0.1648","0.1648","Ma"
NULL,"0.1659","0.1659","Ma"
NULL,"0.1664","0.1664","Ma"
NULL,"0.166923","0.166923","Ma"
NULL,"0.1672","0.1672","Ma"
NULL,"0.167663","0.167663","Ma"
NULL,"0.169","0.169","Ma"
NULL,"0.169","0.17","ka"
NULL,"0.169205","0.169205","Ma"
NULL,"0.17","0.17","million years (Ma)"
NULL,"0.171","0.171","Ma"
NULL,"0.171486","0.171486","Ma"
NULL,"0.173059","0.173059","Ma"
NULL,"0.1735","0.1735","Ma"
NULL,"0.175525","0.175525","Ma"
NULL,"0.177406","0.177406","Ma"
NULL,"0.179487","0.179487","Ma"
NULL,"0.1798","0.1798","Ma"
NULL,"0.18","0.18","million years (Ma)"
NULL,"0.18","0.22",NULL
NULL,"0.180983","0.180983","Ma"
NULL,"0.182539","0.182539","Ma"
NULL,"0.183129","0.183129","Ma"
NULL,"0.184317","0.184317","Ma"
NULL,"0.184958","0.184958","Ma"
NULL,"0.185818","0.185818","Ma"
NULL,"0.186357","0.186357","Ma"
NULL,"0.187037","0.187037","Ma"
NULL,"0.1875","0.1875","Ma"
NULL,"0.1877","0.1877","Ma"
NULL,"0.18775","0.18775","Ma"
NULL,"0.1878","0.1878","Ma"
NULL,"0.1883","0.1883","Ma"
NULL,"0.188359","0.188359","Ma"
NULL,"0.1885","0.1885","Ma"
NULL,"0.189","0.189","Ma"
NULL,"0.189643","0.189643","Ma"
NULL,"0.1897","0.1897","Ma"
NULL,"0.19","0.21","million years (Ma)"
NULL,"0.19","0.25","Ma"
NULL,"0.190028","0.190028","Ma"
NULL,"0.1902","0.1902","Ma"
NULL,"0.191298","0.191298","Ma"
NULL,"0.191696","0.191696","Ma"
NULL,"0.1917","0.1917","Ma"
NULL,"0.19298","0.19298","Ma"
NULL,"0.193365","0.193365","Ma"
NULL,"0.196264","0.196264","Ma"
NULL,"0.197759","0.197759","Ma"
NULL,"0.1989","0.1989","Ma"
NULL,"0.1995","0.1995","Ma"
NULL,"0.2","0.2","Ma"
NULL,"0.2","0.8","Ma"
NULL,"0.2005","0.2005","Ma"
NULL,"0.2009","0.2009","Ma"
NULL,"0.2017","0.2017","Ma"
NULL,"0.201925","0.201925","Ma"
NULL,"0.203645","0.203645","Ma"
NULL,"0.2048","0.2048","Ma"
NULL,"0.205547","0.205547","Ma"
NULL,"0.2069","0.2069","Ma"
NULL,"0.207","0.207","Ma"
NULL,"0.209","0.209","Ma"
NULL,"0.20975","0.20975","Ma"
NULL,"0.21","0.25","Ma"
NULL,"0.211938","0.211938","Ma"
NULL,"0.212172","0.212172","Ma"
NULL,"0.214906","0.214906","Ma"
NULL,"0.2212","0.2212","Ma"
NULL,"0.226512","0.226512","Ma"
NULL,"0.229035","0.229035","Ma"
NULL,"0.23","0.27","Ma"
NULL,"0.235517","0.235517","Ma"
NULL,"0.236","0.236","Ma"
NULL,"0.2385","0.2385","Ma"
NULL,"0.239117","0.239117","Ma"
NULL,"0.24","0.31","million years (Ma)"
NULL,"0.242759","0.242759","Ma"
NULL,"0.245448","0.245448","Ma"
NULL,"0.2457","0.2457","Ma"
NULL,"0.248179","0.248179","Ma"
NULL,"0.249048","0.249048","Ma"
NULL,"0.25","0.25","Ka"
NULL,"0.25","0.25","Ma"
NULL,"0.25",NULL,"Ka"
NULL,"0.252207","0.252207","Ma"
NULL,"0.252648","0.252648","Ma"
NULL,"0.255793","0.255793","Ma"
NULL,"0.2574","0.2574","Ma"
NULL,"0.260087","0.260087","Ma"
NULL,"0.2621","0.2621","Ma"
NULL,"0.267261","0.267261","Ma"
NULL,"0.27","0.27","million years (Ma)"
NULL,"0.273537","0.273537","Ma"
NULL,"0.273785","0.273785","Ma"
NULL,"0.276607","0.276607","Ma"
NULL,"0.276656","0.276656","Ma"
NULL,"0.2786","0.2786","Ma"
NULL,"0.279923","0.279923","Ma"
NULL,"0.28","0.34",NULL
NULL,"0.28","0.83",NULL
NULL,"0.2805","0.2805","Ma"
NULL,"0.282","0.282","Ma"
NULL,"0.282723","0.282723","Ma"
NULL,"0.284","0.37",NULL
NULL,"0.2841","0.2841","Ma"
NULL,"0.2845","0.2941","million years (Ma)"
NULL,"0.286137","0.286137","Ma"
NULL,"0.289477","0.289477","Ma"
NULL,"0.292719","0.292719","Ma"
NULL,"0.295814","0.295814","Ma"
NULL,"0.296","0.296","Ma"
NULL,"0.29955","0.29955","Ma"
NULL,"0.3","0.3","Ma"
NULL,"0.3032","0.3032","Ma"
NULL,"0.303674","0.303674","Ma"
NULL,"0.309","0.311","million years (Ma)"
NULL,"0.309473","0.309473","Ma"
NULL,"0.3101","0.3101","Ma"
NULL,"0.311798","0.311798","Ma"
NULL,"0.314","0.314","Ma"
NULL,"0.316388","0.316388","Ma"
NULL,"0.317","0.317","Ma"
NULL,"0.318","0.318","Ma"
NULL,"0.3181","0.3181","Ma"
NULL,"0.32","0.32","million years (Ma)"
NULL,"0.32014","0.32014","Ma"
NULL,"0.3202","0.3202","Ma"
NULL,"0.3226","0.3226","Ma"
NULL,"0.326713","0.326713","Ma"
NULL,"0.3275","0.3275","Ma"
NULL,"0.3278","0.3278","Ma"
NULL,"0.330219","0.330219","Ma"
NULL,"0.331767","0.331767","Ma"
NULL,"0.3322","0.3322","Ma"
NULL,"0.332996","0.332996","Ma"
NULL,"0.333585","0.333585","Ma"
NULL,"0.3343","0.3343","Ma"
NULL,"0.335167","0.335167","Ma"
NULL,"0.3357","0.3357","Ma"
NULL,"0.3359","0.3359","Ma"
NULL,"0.336396","0.336396","Ma"
NULL,"0.33754","0.33754","Ma"
NULL,"0.338","0.338","Ma"
NULL,"0.339055","0.339055","Ma"
NULL,"0.339947","0.339947","Ma"
NULL,"0.341882","0.341882","Ma"
NULL,"0.3436","0.3436","Ma"
NULL,"0.3446","0.3446","Ma"
NULL,"0.345543","0.345543","Ma"
NULL,"0.348095","0.348095","Ma"
NULL,"0.35","0.35","Ma"
NULL,"0.35",NULL,"Ma"
NULL,"0.351143","0.351143","Ma"
NULL,"0.352705","0.352705","Ma"
NULL,"0.354812","0.354812","Ma"
NULL,"0.356843","0.356843","Ma"
NULL,"0.358604","0.358604","Ma"
NULL,"0.36","0.36","Ma"
NULL,"0.36","0.42",NULL
NULL,"0.360161","0.360161","Ma"
NULL,"0.361934","0.361934","Ma"
NULL,"0.363397","0.363397","Ma"
NULL,"0.365563","0.365563","Ma"
NULL,"0.3662","0.3662","Ma"
NULL,"0.366836","0.366836","Ma"
NULL,"0.369581","0.369581","Ma"
NULL,"0.37","0.66","Ma"
NULL,"0.372269","0.372269","Ma"
NULL,"0.374383","0.374383","Ma"
NULL,"0.376103","0.376103","Ma"
NULL,"0.3762","0.3762","Ma"
NULL,"0.3815","0.3815","Ma"
NULL,"0.383","0.383","Ma"
NULL,"0.383704","0.383704","Ma"
NULL,"0.386491","0.386491","Ma"
NULL,"0.3888","0.3888","Ma"
NULL,"0.39","0.47",NULL
NULL,"0.391806","0.391806","Ma"
NULL,"0.394333","0.394333","Ma"
NULL,"0.4","0.4",NULL
NULL,"0.4","0.46",NULL
NULL,"0.4","0.5",NULL
NULL,"0.400296","0.400296","Ma"
NULL,"0.403","0.403","Ma"
NULL,"0.403537","0.403537","Ma"
NULL,"0.4076","0.4076","Ma"
NULL,"0.4081","0.4081","Ma"
NULL,"0.408158","0.408158","Ma"
NULL,"0.411018","0.411018","Ma"
NULL,"0.414731","0.414731","Ma"
NULL,"0.417416","0.417416","Ma"
NULL,"0.421455","0.421455","Ma"
NULL,"0.4226","0.4227","Ma"
NULL,"0.423262","0.423262","Ma"
NULL,"0.427928","0.427928","Ma"
NULL,"0.428","0.428","Ma"
NULL,"0.43","0.43","million years (Ma)"
NULL,"0.433498","0.433498","Ma"
NULL,"0.4379","0.4379","Ma"
NULL,"0.4393","0.4393","Ma"
NULL,"0.443825","0.443825","Ma"
NULL,"0.44765","0.44765","Ma"
NULL,"0.453538","0.453538","Ma"
NULL,"0.457325","0.457325","Ma"
NULL,"0.46",NULL,"Ma"
NULL,"0.46325","0.46325","Ma"
NULL,"0.467525","0.467525","Ma"
NULL,"0.470672","0.470672","Ma"
NULL,"0.471533","0.471533","Ma"
NULL,"0.4719","0.4719","Ma"
NULL,"0.472438","0.472438","Ma"
NULL,"0.473","0.473","Ma"
NULL,"0.4749","0.4749","Ma"
NULL,"0.476744","0.476744","Ma"
NULL,"0.477591","0.477591","Ma"
NULL,"0.478525","0.478525","Ma"
NULL,"0.479489","0.479489","Ma"
NULL,"0.480423","0.480423","Ma"
NULL,"0.481737","0.481737","Ma"
NULL,"0.48267","0.48267","Ma"
NULL,"0.484678","0.484678","Ma"
NULL,"0.486626","0.486626","Ma"
NULL,"0.488696","0.488696","Ma"
NULL,"0.490675","0.490675","Ma"
NULL,"0.4917","0.4917","Ma"
NULL,"0.492257","0.492257","Ma"
NULL,"0.493901","0.493901","Ma"
NULL,"0.499958","0.499958","Ma"
NULL,"0.5","0.5","million years (Ma)"
NULL,"0.5","0.5",NULL
NULL,"0.5","0.62","million years (Ma)"
NULL,"0.5","0.7",NULL
NULL,"0.501297","0.501297","Ma"
NULL,"0.5015","0.5015","Ma"
NULL,"0.504158","0.504158","Ma"
NULL,"0.50498","0.50498","Ma"
NULL,"0.5061","0.5061","Ma"
NULL,"0.5073","0.5073","Ma"
NULL,"0.5079","0.5079","Ma"
NULL,"0.508146","0.508146","Ma"
NULL,"0.5084","0.5084","Ma"
NULL,"0.5095","0.5095","Ma"
NULL,"0.509546","0.509546","Ma"
NULL,"0.51","0.59",NULL
NULL,"0.51",NULL,"Ma"
NULL,"0.512164","0.512164","Ma"
NULL,"0.513503","0.513503","Ma"
NULL,"0.516151","0.516151","Ma"
NULL,"0.5173","0.5173","Ma"
NULL,"0.51749","0.51749","Ma"
NULL,"0.518","0.518","Ma"
NULL,"0.5186","0.5186","Ma"
NULL,"0.5193","0.5193","Ma"
NULL,"0.520169","0.520169","Ma"
NULL,"0.5213","0.5213","Ma"
NULL,"0.521371","0.521371","Ma"
NULL,"0.5219","0.5219","Ma"
NULL,"0.523151","0.523151","Ma"
NULL,"0.5279","0.5279","Ma"
NULL,"0.5284","0.5284","Ma"
NULL,"0.529087","0.529087","Ma"
NULL,"0.5292","0.5292","Ma"
NULL,"0.5294","0.5294","Ma"
NULL,"0.5299","0.5299","Ma"
NULL,"0.53","0.53","Ma"
NULL,"0.531157","0.531157","Ma"
NULL,"0.533622","0.533622","Ma"
NULL,"0.536422","0.536422","Ma"
NULL,"0.538096","0.538096","Ma"
NULL,"0.540166","0.540166","Ma"
NULL,"0.5416","0.5416","Ma"
NULL,"0.542631","0.542631","Ma"
NULL,"0.544671","0.544671","Ma"
NULL,"0.547075","0.547075","Ma"
NULL,"0.55","0.61","million years (Ma)"
NULL,"0.5516","0.5516","Ma"
NULL,"0.5557","0.5557","Ma"
NULL,"0.557942","0.557942","Ma"
NULL,"0.56","0.56","million years (Ma)"
NULL,"0.560909","0.560909","Ma"
NULL,"0.562309","0.562309","Ma"
NULL,"0.565277","0.565277","Ma"
NULL,"0.566677","0.566677","Ma"
NULL,"0.5686","0.5686","Ma"
NULL,"0.5694","0.5694","Ma"
NULL,"0.56966","0.56966","Ma"
NULL,"0.57","0.57","Ma"
NULL,"0.5705","0.5705","Ma"
NULL,"0.571","0.571","Ma"
NULL,"0.5719","0.5719","Ma"
NULL,"0.5725","0.5725","Ma"
NULL,"0.572582","0.572582","Ma"
NULL,"0.5731","0.5731","Ma"
NULL,"0.5737","0.5737","Ma"
NULL,"0.575413","0.575413","Ma"
NULL,"0.576935","0.576935","Ma"
NULL,"0.58","0.58","Ma"
NULL,"0.5804","0.5804","Ma"
NULL,"0.5912","0.5912","Ma"
NULL,"0.5917","0.5917","Ma"
NULL,"0.5919","0.5919","Ma"
NULL,"0.5927","0.5927","Ma"
NULL,"0.5949","0.5949","Ma"
NULL,"0.616","0.616","Ma"
NULL,"0.6174","0.6174","Ma"
NULL,"0.625","0.625","Ma"
NULL,"0.63","0.95","million years (Ma)"
NULL,"0.6374","0.6374","Ma"
NULL,"0.6455","0.6455","Ma"
NULL,"0.65","0.65","Ma"
NULL,"0.65","0.73","million years (Ma)"
NULL,"0.6592","0.6592","Ma"
NULL,"0.6605","0.6605","Ma"
NULL,"0.6768","0.6768","Ma"
NULL,"0.6836","0.6836","Ma"
NULL,"0.6848","0.6848","Ma"
NULL,"0.69","0.69","Ma"
NULL,"0.69","0.75",NULL
NULL,"0.69","0.77",NULL
NULL,"0.6965","0.6966","Ma"
NULL,"0.7","0.7","Ma"
NULL,"0.7055","0.7055","Ma"
NULL,"0.7065","0.7065","Ma"
NULL,"0.7066","0.7066","Ma"
NULL,"0.7067","0.7067","Ma"
NULL,"0.7068","0.7068","Ma"
NULL,"0.7069","0.7069","Ma"
NULL,"0.707","0.707","Ma"
NULL,"0.7071","0.7071","Ma"
NULL,"0.7096","0.7096","Ma"
NULL,"0.7148","0.7148","Ma"
NULL,"0.7284","0.7284","Ma"
NULL,"0.733","0.733","Ma"
NULL,"0.7339","0.7339","Ma"
NULL,"0.734","0.734","Ma"
NULL,"0.7356","0.7356","Ma"
NULL,"0.7388","0.7388","Ma"
NULL,"0.7433","0.7433","Ma"
NULL,"0.7461","0.7461","Ma"
NULL,"0.7473","0.7473","Ma"
NULL,"0.7476","0.7476","Ma"
NULL,"0.7484","0.7484","Ma"
NULL,"0.7487","0.7487","Ma"
NULL,"0.7495","0.7495","Ma"
NULL,"0.753","0.753","Ma"
NULL,"0.7594","0.7594","Ma"
NULL,"0.7627","0.7627","Ma"
NULL,"0.7672","0.7672","Ma"
NULL,"0.77","0.77","Ma"
NULL,"0.7714","0.7714","Ma"
NULL,"0.7718","0.7718","Ma"
NULL,"0.78","2.2","Ma"
NULL,"0.781","0.781","Ma"
NULL,"0.79","0.79","million years (Ma)"
NULL,"0.8","1.2","Ma"
NULL,"0.8",NULL,"Ma"
NULL,"0.8086","0.8086","Ma"
NULL,"0.8089","0.8089","Ma"
NULL,"0.81","0.81","Ma"
NULL,"0.82","0.82","million years (Ma)"
NULL,"0.8205","0.8205","Ma"
NULL,"0.8208","0.8208","Ma"
NULL,"0.8281","0.8281","Ma"
NULL,"0.83","0.89",NULL
NULL,"0.83",NULL,NULL
NULL,"0.831","0.831","Ma"
NULL,"0.8461","0.8461","Ma"
NULL,"0.8465","0.8465","Ma"
NULL,"0.8503","0.8503","Ma"
NULL,"0.878","0.878","Ma"
NULL,"0.88","0.98","Ma"
NULL,"0.88",NULL,"million years (Ma)"
NULL,"0.8954","0.8954","Ma"
NULL,"0.8972","0.8972","Ma"
NULL,"0.9","0.9","Ma"
NULL,"0.9","0.9",NULL
NULL,"0.9","1.5",NULL
NULL,"0.9097","0.9097","Ma"
NULL,"0.926","0.926","million years (Ma)"
NULL,"0.93","0.97",NULL
NULL,"0.934","0.934","Ma"
NULL,"0.9351","0.9351","Ma"
NULL,"0.938","0.938","Ma"
NULL,"0.9385","0.9385","Ma"
NULL,"0.943","0.943","Ma"
NULL,"0.95","0.97",NULL
NULL,"0.9665","0.9665","Ma"
NULL,"0.97","1.03",NULL
NULL,"0.974",NULL,"Ma"
NULL,"0.98","1.19","Ma"
NULL,"0.9915","0.9915","Ma"
NULL,"0.9967","0.9967","Ma"
NULL,"0.997","0.997","Ma"
NULL,"0.9971","0.9971","Ma"
NULL,"1","1","Ma"
NULL,"1","1","million years (Ma)"
NULL,"1","1","years"
NULL,"1","2","Ga"
NULL,"1","2","Ka"
NULL,"1","2","million years (Ma)"
NULL,"1","10","Ka"
NULL,"1","10","million years (Ma)"
NULL,"1","11","a"
NULL,"1","11","Ma"
NULL,"1","22","a"
NULL,"1",NULL,"Ma"
NULL,"1",NULL,"years"
NULL,"1.01","1.05",NULL
NULL,"1.01","1.09",NULL
NULL,"1.02","1.02","Ma"
NULL,"1.027","1.027","Ma"
NULL,"1.0274","1.0274","Ma"
NULL,"1.0288","1.0288","Ma"
NULL,"1.03","1.03","Ma"
NULL,"1.0301","1.0301","Ma"
NULL,"1.032","1.032","Ma"
NULL,"1.0322","1.0322","Ma"
NULL,"1.0334","1.0334","Ma"
NULL,"1.0349","1.0349","Ma"
NULL,"1.0388","1.0388","Ma"
NULL,"1.0394","1.0394","Ma"
NULL,"1.0403","1.0403","Ma"
NULL,"1.0416","1.0416","Ma"
NULL,"1.0423","1.0423","Ma"
NULL,"1.0426","1.0426","Ma"
NULL,"1.067",NULL,"Ma"
NULL,"1.069","1.069","Ma"
NULL,"1.07","1.15",NULL
NULL,"1.0832","1.0832","Ma"
NULL,"1.09","1.09","Ma"
NULL,"1.1","1.26","million years (Ma)"
NULL,"1.1","1.3",NULL
NULL,"1.105","1.105","Ma"
NULL,"1.11","1.15",NULL
NULL,"1.116","1.116","Ma"
NULL,"1.1162","1.1162","Ma"
NULL,"1.12",NULL,"Ma"
NULL,"1.1237","1.1237","Ma"
NULL,"1.135","1.135","Ma"
NULL,"1.1397","1.1397","Ma"
NULL,"1.14","1.14","Ma"
NULL,"1.1402","1.1402","Ma"
NULL,"1.1408","1.1408","Ma"
NULL,"1.1411","1.1411","Ma"
NULL,"1.1416","1.1416","Ma"
NULL,"1.1418","1.1418","Ma"
NULL,"1.1419","1.1419","Ma"
NULL,"1.1422","1.1422","Ma"
NULL,"1.1424","1.1424","Ma"
NULL,"1.145",NULL,"million years (Ma)"
NULL,"1.1452","1.1452","Ma"
NULL,"1.15","1.23",NULL
NULL,"1.153","1.153","Ma"
NULL,"1.16","1.34","million years (Ma)"
NULL,"1.1604","1.1604","Ma"
NULL,"1.162","1.162","Ma"
NULL,"1.189","1.189","Ma"
NULL,"1.19","1.27",NULL
NULL,"1.1937","1.1937","Ma"
NULL,"1.2","1.2","Ma"
NULL,"1.2","1.2","million years (Ma)"
NULL,"1.2","1.8","Ma"
NULL,"1.21","1.21","Ma"
NULL,"1.21","1.27",NULL
NULL,"1.21",NULL,"Ma"
NULL,"1.21",NULL,"million years (Ma)"
NULL,"1.21",NULL,NULL
NULL,"1.217","1.217","Ma"
NULL,"1.22","1.26",NULL
NULL,"1.2228","1.2228","Ma"
NULL,"1.2234","1.2234","Ma"
NULL,"1.224","1.224","Ma"
NULL,"1.232","1.232","Ma"
NULL,"1.2334","1.2334","Ma"
NULL,"1.24","1.28","million years (Ma)"
NULL,"1.24",NULL,"Ma"
NULL,"1.25","1.45","million years (Ma)"
NULL,"1.252","1.252","Ma"
NULL,"1.255","1.255","Ma"
