classification_id,material_id,classification_label,label,description,material_role_id
342,342,Switzerite,Switzerite,,
343,343,Sylvanite,Sylvanite,,
344,344,Sylvite,Sylvite,,
345,345,Symesite,Symesite,,
346,346,Symplesite,Symplesite,,
347,347,Synadelphite,Synadelphite,,
348,348,Synchysite,Synchysite,,
349,349,Synchysite-(Ce),Synchysite-(Ce),,
350,350,Synchysite-(Nd),Synchysite-(Nd),,
351,351,Synchysite-(Y),Synchysite-(Y),,
352,352,Syngenite,Syngenite,,
353,353,Szaibelyite,Szaibelyite,,
354,354,Szenicsite,Szenicsite,,
355,355,Szmikite,Szmikite,,
356,356,Szomolnokite,Szomolnokite,,
357,357,Szymanskiite,Szymanskiite,,
358,358,Sohngeite,Sohngeite,,
359,359,Taaffeite,Taaffeite,,
360,360,Tacharanite,Tacharanite,,
361,361,Tachyhydrite,Tachyhydrite,,
362,362,Tadzhikite-(Ce),Tadzhikite-(Ce),,
363,363,Tadzhikite-(Y),Tadzhikite-(Y),,
364,364,Taeniolite,Taeniolite,,
365,365,Taenite,Taenite,,
366,366,Taikanite,Taikanite,,
367,367,Taimyrite,Taimyrite,,
368,368,Tainiolite,Tainiolite,,
369,369,Takanelite,Takanelite,,
370,370,Takedaite,Takedaite,,
371,371,Takeuchiite,Takeuchiite,,
372,372,Takovite,Takovite,,
373,373,Talc,Talc,,
374,374,Talmessite,Talmessite,,
375,375,Talnakhite,Talnakhite,,
376,376,Tamaite,Tamaite,,
377,377,Tamarugite,Tamarugite,,
378,378,Tancoite,Tancoite,,
379,379,Taneyamalite,Taneyamalite,,
380,380,Tangeite,Tangeite,,
381,381,Tantalaeschynite-(Y),Tantalaeschynite-(Y),,
382,382,TantaliteSeries,TantaliteSeries,,
383,383,Tanteuxenite-(Y),Tanteuxenite-(Y),,
384,384,Tantite,Tantite,,
385,385,Tapiolite,Tapiolite,,
386,386,TapioliteSeries,TapioliteSeries,,
387,387,Taramellite,Taramellite,,
388,388,Taramite,Taramite,,
389,389,Taranakite,Taranakite,,
390,390,Tarapacaite,Tarapacaite,,
391,391,Tarasovite,Tarasovite,,
392,392,Tarbuttite,Tarbuttite,,
393,393,Tatarskite,Tatarskite,,
394,394,Tatyanaite,Tatyanaite,,
395,395,Tauriscite,Tauriscite,,
396,396,Tausonite,Tausonite,,
397,397,Tavorite,Tavorite,,
398,398,Tazheranite,Tazheranite,,
399,399,Teallite,Teallite,,
400,400,Teepleite,Teepleite,,
401,401,Tegengrenite,Tegengrenite,,
402,402,Teineite,Teineite,,
403,403,Telargpalite,Telargpalite,,
404,404,Telluornevskite,Telluornevskite,,
405,405,Tellurantimony,Tellurantimony,,
406,406,Tellurite,Tellurite,,
407,407,Tellurium,Tellurium,,
408,408,Tellurobismuthite,Tellurobismuthite,,
409,409,Tellurohauchecornite,Tellurohauchecornite,,
410,410,Telluropalladinite,Telluropalladinite,,
411,411,Stannite,Stannite,,
412,412,Stannoidite,Stannoidite,,
413,413,Stannomicrolite,Stannomicrolite,,
414,414,Stannopalladinite,Stannopalladinite,,
415,415,Starkeyite,Starkeyite,,
416,416,Staurolite,Staurolite,,
417,417,Steacyite,Steacyite,,
418,418,Steenstrupine-(Ce),Steenstrupine-(Ce),,
419,419,Steigerite,Steigerite,,
420,420,Stellerite,Stellerite,,
421,421,Stenhuggarite,Stenhuggarite,,
422,422,Stenonite,Stenonite,,
423,423,Stepanovite,Stepanovite,,
424,424,Stephanite,Stephanite,,
425,425,Stercorite,Stercorite,,
426,426,Sterlinghillite,Sterlinghillite,,
427,427,Sternbergite,Sternbergite,,
428,428,Sterryite,Sterryite,,
429,429,Stetefeldtite,Stetefeldtite,,
430,430,Stevensite,Stevensite,,
431,431,Stewartite,Stewartite,,
432,432,Stibarsen,Stibarsen,,
433,433,Stibiconite,Stibiconite,,
434,434,Stibiobetafite,Stibiobetafite,,
435,435,Stibiocolumbite,Stibiocolumbite,,
436,436,Stibiocolusite,Stibiocolusite,,
437,437,Stibiomicrolite,Stibiomicrolite,,
438,438,Stibiopalladinite,Stibiopalladinite,,
439,439,Stibiotantalite,Stibiotantalite,,
440,440,Stibivanite,Stibivanite,,
441,441,Stibivanite-2m,Stibivanite-2m,,
442,442,Stibnite,Stibnite,,
443,443,Stichtite,Stichtite,,
444,444,Stilbite,Stilbite,,
445,445,Stilbite-Ca,Stilbite-Ca,,
446,446,Stilbite-Na,Stilbite-Na,,
447,447,Stilleite,Stilleite,,
448,448,Stillwaterite,Stillwaterite,,
449,449,Stillwellite-(Ce),Stillwellite-(Ce),,
450,450,Stilpnomelane,Stilpnomelane,,
451,451,Stishovite,Stishovite,,
452,452,Stistaite,Stistaite,,
453,453,Stoiberite,Stoiberite,,
454,454,Stokesite,Stokesite,,
455,455,Stolen,Stolen,,
456,456,Stolzite,Stolzite,,
457,457,Stoppaniite,Stoppaniite,,
458,458,Stottite,Stottite,,
459,459,Straczekite,Straczekite,,
460,460,Strakhovite,Strakhovite,,
461,461,Stranskiite,Stranskiite,,
462,462,Strashimirite,Strashimirite,,
463,463,Strelkinite,Strelkinite,,
464,464,Strengite,Strengite,,
465,465,Stringhamite,Stringhamite,,
466,466,Stromeyerite,Stromeyerite,,
467,467,Stronalsite,Stronalsite,,
468,468,Strontianite,Strontianite,,
469,469,Strontio-orthojoaquinite,Strontio-orthojoaquinite,,
470,470,Strontioborite,Strontioborite,,
471,471,Strontiochevkinite,Strontiochevkinite,,
472,472,Strontiodresserite,Strontiodresserite,,
473,473,Strontioginorite,Strontioginorite,,
474,474,Strontiojoaquinite,Strontiojoaquinite,,
475,475,Strontiomelane,Strontiomelane,,
476,476,Strontiopiemontite,Strontiopiemontite,,
477,477,Strontiopyrochlore,Strontiopyrochlore,,
478,478,Strontiowhitlockite,Strontiowhitlockite,,
479,479,Strontium-apatite,Strontium-apatite,,
480,480,Strunzite,Strunzite,,
481,481,Struverite,Struverite,,
482,482,Struvite,Struvite,,
483,483,Stratlingite,Stratlingite,,
484,484,Studenitsite,Studenitsite,,
485,485,Studtite,Studtite,,
486,486,Stumpflite,Stumpflite,,
487,487,Sturmanite,Sturmanite,,
488,488,Stutzite,Stutzite,,
489,489,Suanite,Suanite,,
490,490,Sudburyite,Sudburyite,,
491,491,Sudoite,Sudoite,,
492,492,Sudovikovite,Sudovikovite,,
493,493,Suessite,Suessite,,
494,494,Sugilite,Sugilite,,
495,495,Sulfoborite,Sulfoborite,,
496,496,Sulfur,Sulfur,,
497,497,Sulphohalite,Sulphohalite,,
498,498,Sulphotsumoite,Sulphotsumoite,,
499,499,Sulvanite,Sulvanite,,
500,500,Sillenite,Sillenite,,
501,501,Sillimanite,Sillimanite,,
502,502,Silver,Silver,,
503,503,Silver-3c,Silver-3c,,
504,504,Silvialite,Silvialite,,
505,505,Simferite,Simferite,,
506,506,Simmonsite,Simmonsite,,
507,507,Simonellite,Simonellite,,
508,508,Simonite,Simonite,,
509,509,Simonkolleite,Simonkolleite,,
510,510,Simplotite,Simplotite,,
511,511,Simpsonite,Simpsonite,,
512,512,Sincosite,Sincosite,,
513,513,Sinhalite,Sinhalite,,
514,514,Sinjarite,Sinjarite,,
515,515,Sinkankasite,Sinkankasite,,
516,516,Sinnerite,Sinnerite,,
517,517,Sinoite,Sinoite,,
518,518,Sitinakite,Sitinakite,,
519,519,Sjogrenite,Sjogrenite,,
520,520,Skinnerite,Skinnerite,,
521,521,Skippenite,Skippenite,,
522,522,Sklodowskite,Sklodowskite,,
523,523,Skutterudite,Skutterudite,,
524,524,Slavikite,Slavikite,,
525,525,Slawsonite,Slawsonite,,
526,526,SmectiteGroup,SmectiteGroup,,
527,527,Smirnite,Smirnite,,
528,528,Smithite,Smithite,,
529,529,Smithsonite,Smithsonite,,
530,530,Smolianinovite,Smolianinovite,,
531,531,Smrkovecite,Smrkovecite,,
532,532,Smythite,Smythite,,
533,533,Sobolevite,Sobolevite,,
534,534,Sobolevskite,Sobolevskite,,
535,535,Sobotkite,Sobotkite,,
536,536,Sodalite,Sodalite,,
537,537,Soddyite,Soddyite,,
538,538,Sodic-ferripedrizite,Sodic-ferripedrizite,,
539,539,Sodic-ferro-anthophyllite,Sodic-ferro-anthophyllite,,
540,540,Sodicanthophyllite,Sodicanthophyllite,,
541,541,Sodicgedrite,Sodicgedrite,,
542,542,SodiumAlum,SodiumAlum,,
543,543,SodiumAutunite,SodiumAutunite,,
544,544,SodiumBetpakdalite,SodiumBetpakdalite,,
545,545,SodiumBoltwoodite,SodiumBoltwoodite,,
546,546,SodiumDachiardite,SodiumDachiardite,,
547,547,SodiumMeta-autunite,SodiumMeta-autunite,,
548,548,SodiumPharmacosiderite,SodiumPharmacosiderite,,
549,549,SodiumPhlogopite,SodiumPhlogopite,,
550,550,SodiumUranospinite,SodiumUranospinite,,
551,551,Sodium-gedrite,Sodium-gedrite,,
552,552,Sodium-zippeite,Sodium-zippeite,,
553,553,Sofiite,Sofiite,,
554,554,Sogdianite,Sogdianite,,
555,555,Solongoite,Solongoite,,
556,556,Sonolite,Sonolite,,
557,557,Sonoraite,Sonoraite,,
558,558,Sopcheite,Sopcheite,,
559,559,Sophiite,Sophiite,,
560,560,Sorbyite,Sorbyite,,
561,561,Sorensenite,Sorensenite,,
562,562,Sorosite,Sorosite,,
563,563,Sosedkoite,Sosedkoite,,
564,564,Soucekite,Soucekite,,
565,565,Souzalite,Souzalite,,
566,566,Spadaite,Spadaite,,
567,567,Spangolite,Spangolite,,
568,568,Spencerite,Spencerite,,
569,569,Sperrylite,Sperrylite,,
570,570,Spertiniite,Spertiniite,,
571,571,Spessartine,Spessartine,,
572,572,Sphaerobismoite,Sphaerobismoite,,
573,573,Sphaerocobaltite,Sphaerocobaltite,,
574,574,Sphalerite,Sphalerite,,
575,575,Spheniscidite,Spheniscidite,,
576,576,Spinel,Spinel,,
577,577,SpinelGroup,SpinelGroup,,
578,578,Spionkopite,Spionkopite,,
579,579,Spiroffite,Spiroffite,,
580,580,Spodiosite,Spodiosite,,
581,581,Spodumene,Spodumene,,
582,582,Springcreekite,Springcreekite,,
583,583,Spurrite,Spurrite,,
584,584,Squawcreekite,Squawcreekite,,
585,585,Srebrodolskite,Srebrodolskite,,
586,586,Srilankite,Srilankite,,
587,587,Stalderite,Stalderite,,
588,588,Stanekite,Stanekite,,
589,589,Stanfieldite,Stanfieldite,,
590,590,Stanleyite,Stanleyite,,
591,591,Scholzite,Scholzite,,
592,592,Schoonerite,Schoonerite,,
593,593,Schorl,Schorl,,
594,594,Schorlomite,Schorlomite,,
595,595,Schreibersite,Schreibersite,,
596,596,Schreyerite,Schreyerite,,
597,597,Schrockingerite,Schrockingerite,,
598,598,Schubnelite,Schubnelite,,
599,599,Schuetteite,Schuetteite,,
600,600,Schuilingite-(Nd),Schuilingite-(Nd),,
601,601,Schulenbergite,Schulenbergite,,
602,602,Schultenite,Schultenite,,
603,603,Schumacherite,Schumacherite,,
604,604,Schwartzembergite,Schwartzembergite,,
605,605,Schwertmannite,Schwertmannite,,
606,606,Schollhornite,Schollhornite,,
607,607,Sclarite,Sclarite,,
608,608,Scolecite,Scolecite,,
609,609,Scorodite,Scorodite,,
610,610,Scorzalite,Scorzalite,,
611,611,Scotlandite,Scotlandite,,
612,612,Scrutinyite,Scrutinyite,,
613,613,Seamanite,Seamanite,,
614,614,Searlesite,Searlesite,,
615,615,Sederholmite,Sederholmite,,
616,616,Sedovite,Sedovite,,
617,617,Seeligerite,Seeligerite,,
618,618,Seelite,Seelite,,
619,619,Segelerite,Segelerite,,
620,620,Segnitite,Segnitite,,
621,621,Seidite-(Ce),Seidite-(Ce),,
622,622,Seidozerite,Seidozerite,,
623,623,Seinajokite,Seinajokite,,
624,624,Sekaninaite,Sekaninaite,,
625,625,Selen-tellurium,Selen-tellurium,,
626,626,Selenium,Selenium,,
627,627,Selenostephanite,Selenostephanite,,
628,628,Seligmannite,Seligmannite,,
629,629,Sellaite,Sellaite,,
630,630,Selwynite,Selwynite,,
631,631,Semenovite,Semenovite,,
632,632,Semseyite,Semseyite,,
633,633,Senaite,Senaite,,
634,634,Senarmontite,Senarmontite,,
635,635,Senegalite,Senegalite,,
636,636,Sengierite,Sengierite,,
637,637,Sepiolite,Sepiolite,,
638,638,Serandite,Serandite,,
639,639,Serendibite,Serendibite,,
640,640,Sergeevite,Sergeevite,,
641,641,Serpentine,Serpentine,,
642,642,Serpierite,Serpierite,,
643,643,Shabaite-(Nd),Shabaite-(Nd),,
644,644,Shabynite,Shabynite,,
645,645,Shadlunite,Shadlunite,,
646,646,Shafranovskite,Shafranovskite,,
647,647,Shakhovite,Shakhovite,,
648,648,Shandite,Shandite,,
649,649,Shannonite,Shannonite,,
650,650,Sharpite,Sharpite,,
651,651,Shattuckite,Shattuckite,,
652,652,Shcherbakovite,Shcherbakovite,,
653,653,Shcherbinaite,Shcherbinaite,,
654,654,Sheldrickite,Sheldrickite,,
655,655,Sherwoodite,Sherwoodite,,
656,656,Shibkovite,Shibkovite,,
657,657,Shigaite,Shigaite,,
658,658,Shkatulkalite,Shkatulkalite,,
659,659,Shomyokite-(Y),Shomyokite-(Y),,
660,660,Shortite,Shortite,,
661,661,Shuangfengite,Shuangfengite,,
662,662,Shubnikovite,Shubnikovite,,
663,663,Shuiskite,Shuiskite,,
664,664,Sibirskite,Sibirskite,,
665,665,Sicherite,Sicherite,,
666,666,Sicklerite,Sicklerite,,
667,667,Siderazot,Siderazot,,
668,668,Siderite,Siderite,,
669,669,Sideronatrite,Sideronatrite,,
670,670,Siderophyllite,Siderophyllite,,
671,671,Siderotil,Siderotil,,
672,672,Sidorenkite,Sidorenkite,,
673,673,Sidpietersite,Sidpietersite,,
674,674,Sidwillite,Sidwillite,,
675,675,Siegenite,Siegenite,,
676,676,Sieleckiite,Sieleckiite,,
677,677,Sigismundite,Sigismundite,,
678,678,Sigloite,Sigloite,,
679,679,Silhydrite,Silhydrite,,
680,680,Silicon,Silicon,,
681,681,Silinaite,Silinaite,,
682,682,Vicanite-(Ce),Vicanite-(Ce),,
683,683,Vigezzite,Vigezzite,,
684,684,Viitaniemiite,Viitaniemiite,,
685,685,Vikingite,Vikingite,,
686,686,Villamaninite,Villamaninite,,
687,687,Villiaumite,Villiaumite,,
688,688,Villyaellenite,Villyaellenite,,
689,689,Vimsite,Vimsite,,
690,690,Vincentite,Vincentite,,
691,691,Vinciennite,Vinciennite,,
692,692,Vinogradovite,Vinogradovite,,
693,693,Violarite,Violarite,,
694,694,Virgilite,Virgilite,,
695,695,Viseite,Viseite,,
696,696,Vishnevite,Vishnevite,,
697,697,Vismirnovite,Vismirnovite,,
698,698,Vistepite,Vistepite,,
699,699,Vitusite-(Ce),Vitusite-(Ce),,
700,700,Vivianite,Vivianite,,
701,701,Vladimirite,Vladimirite,,
702,702,Vlasovite,Vlasovite,,
703,703,Vlodavetsite,Vlodavetsite,,
704,704,Vochtenite,Vochtenite,,
705,705,Voggite,Voggite,,
706,706,Voglite,Voglite,,
707,707,Volborthite,Volborthite,,
708,708,Volfsonite,Volfsonite,,
709,709,Volkonskoite,Volkonskoite,,
710,710,Volkovskite,Volkovskite,,
711,711,Voltaite,Voltaite,,
712,712,Volynskite,Volynskite,,
713,713,Vonbezingite,Vonbezingite,,
714,714,Vonsenite,Vonsenite,,
715,715,Vozhminite,Vozhminite,,
716,716,Vrbaite,Vrbaite,,
717,717,Vuagnatite,Vuagnatite,,
718,718,Vulcanite,Vulcanite,,
719,719,Vuonnemite,Vuonnemite,,
720,720,Vuorelainenite,Vuorelainenite,,
721,721,Vuoriyarvite,Vuoriyarvite,,
722,722,Vyacheslavite,Vyacheslavite,,
723,723,Vyalsovite,Vyalsovite,,
724,724,Vysotskite,Vysotskite,,
725,725,Vyuntspakhkite-(Y),Vyuntspakhkite-(Y),,
726,726,Vayrynenite,Vayrynenite,,
727,727,Wad,Wad,,
728,728,Wadalite,Wadalite,,
729,729,Wadeite,Wadeite,,
730,730,Wadsleyite,Wadsleyite,,
731,731,Wagnerite,Wagnerite,,
732,732,Wairakite,Wairakite,,
733,733,Wairauite,Wairauite,,
734,734,Wakabayashilite,Wakabayashilite,,
735,735,Wakefieldite,Wakefieldite,,
736,736,Wakefieldite-(Ce),Wakefieldite-(Ce),,
737,737,Wakefieldite-(Y),Wakefieldite-(Y),,
738,738,Walentaite,Walentaite,,
739,739,Walfordite,Walfordite,,
740,740,Sassolite,Sassolite,,
741,741,Satimolite,Satimolite,,
742,742,Satpaevite,Satpaevite,,
743,743,Satterlyite,Satterlyite,,
744,744,Sauconite,Sauconite,,
745,745,Sayrite,Sayrite,,
746,746,Sazhinite-(Ce),Sazhinite-(Ce),,
747,747,Sazykinaite-(Y),Sazykinaite-(Y),,
748,748,Sborgite,Sborgite,,
749,749,Scacchite,Scacchite,,
750,750,Scainiite,Scainiite,,
751,751,Scandiobabingtonite,Scandiobabingtonite,,
752,752,ScapoliteSeries,ScapoliteSeries,,
753,753,Scarbroite,Scarbroite,,
754,754,Scawtite,Scawtite,,
755,755,Schachnerite,Schachnerite,,
756,756,Schafarzikite,Schafarzikite,,
757,757,Schairerite,Schairerite,,
758,758,Schallerite,Schallerite,,
759,759,Schaurteite,Schaurteite,,
760,760,Scheelite,Scheelite,,
761,761,Schertelite,Schertelite,,
762,762,Scheteligite,Scheteligite,,
763,763,Schiavinatoite,Schiavinatoite,,
764,764,Schieffelinite,Schieffelinite,,
765,765,Schirmerite,Schirmerite,,
766,766,Schlossmacherite,Schlossmacherite,,
767,767,Schmiederite,Schmiederite,,
768,768,Schmitterite,Schmitterite,,
769,769,Schneiderhohnite,Schneiderhohnite,,
770,770,Schoderite,Schoderite,,
771,771,Schoenfliesite,Schoenfliesite,,
772,772,Schoepite,Schoepite,,
773,773,Sarmientite,Sarmientite,,
774,774,Sartorite,Sartorite,,
775,775,Saryarkite-(Y),Saryarkite-(Y),,
776,776,Sasaite,Sasaite,,
777,777,Tornebohmite-(La),Tornebohmite-(La),,
778,778,Uchucchacuaite,Uchucchacuaite,,
779,779,Uhligite,Uhligite,,
780,780,Uklonskovite,Uklonskovite,,
781,781,Ulexite,Ulexite,,
782,782,Ullmannite,Ullmannite,,
783,783,Ulrichite,Ulrichite,,
784,784,Ulvospinel,Ulvospinel,,
785,785,Umangite,Umangite,,
786,786,Umbite,Umbite,,
787,787,Umbozerite,Umbozerite,,
788,788,Umohoite,Umohoite,,
789,789,Ungarettiite,Ungarettiite,,
790,790,Ungemachite,Ungemachite,,
791,791,Ungursaite,Ungursaite,,
792,792,Unknown,Unknown,,
793,793,Upalite,Upalite,,
794,794,Uralborite,Uralborite,,
795,795,Uralolite,Uralolite,,
796,796,Uramphite,Uramphite,,
797,797,Urancalcarite,Urancalcarite,,
798,798,Uraninite,Uraninite,,
799,799,Uranmicrolite,Uranmicrolite,,
800,800,Uranocircite,Uranocircite,,
801,801,Uranophane,Uranophane,,
802,802,Uranophane-beta,Uranophane-beta,,
803,803,Uranopilite,Uranopilite,,
804,804,Uranopolycrase,Uranopolycrase,,
805,805,Uranosilite,Uranosilite,,
806,806,Uranospathite,Uranospathite,,
807,807,Uranosphaerite,Uranosphaerite,,
808,808,Uranospinite,Uranospinite,,
809,809,Uranotungstite,Uranotungstite,,
810,810,Uranpyrochlore,Uranpyrochlore,,
811,811,Urea,Urea,,
812,812,Uricite,Uricite,,
813,813,Urusovite,Urusovite,,
814,814,Urvantsevite,Urvantsevite,,
815,815,Ushkovite,Ushkovite,,
816,816,Usonite,Usonite,,
817,817,Usovite,Usovite,,
818,818,Ussingite,Ussingite,,
819,819,Ustarasite,Ustarasite,,
820,820,Utahite,Utahite,,
821,821,Uvanite,Uvanite,,
822,822,Uvarovite,Uvarovite,,
823,823,Uvite,Uvite,,
824,824,Uytenbogaardtite,Uytenbogaardtite,,
825,825,Uzonite,Uzonite,,
826,826,Vaesite,Vaesite,,
827,827,Vajdakite,Vajdakite,,
828,828,Valentinite,Valentinite,,
829,829,Valleriite,Valleriite,,
830,830,Vanadinite,Vanadinite,,
831,831,Vanadomalayaite,Vanadomalayaite,,
832,832,Vanadomalayite,Vanadomalayite,,
833,833,Vanalite,Vanalite,,
834,834,Vandenbrandeite,Vandenbrandeite,,
835,835,Vandendriesscheite,Vandendriesscheite,,
836,836,Vanmeersscheite,Vanmeersscheite,,
837,837,Vanoxite,Vanoxite,,
838,838,Vantasselite,Vantasselite,,
839,839,Vanthoffite,Vanthoffite,,
840,840,Vanuralite,Vanuralite,,
841,841,Vanuranylite,Vanuranylite,,
842,842,Varennesite,Varennesite,,
843,843,Variscite,Variscite,,
844,844,Varlamoffite,Varlamoffite,,
845,845,Varulite,Varulite,,
846,846,Vashegyite,Vashegyite,,
847,847,Vasilite,Vasilite,,
848,848,Vaterite,Vaterite,,
849,849,Vaughanite,Vaughanite,,
850,850,Vauquelinite,Vauquelinite,,
851,851,Vauxite,Vauxite,,
852,852,Veatchite,Veatchite,,
853,853,Veatchite-A,Veatchite-A,,
854,854,Veenite,Veenite,,
855,855,Velikite,Velikite,,
856,856,Vergasovaite,Vergasovaite,,
857,857,Vermiculite,Vermiculite,,
858,858,Vernadite,Vernadite,,
859,859,Verplanckite,Verplanckite,,
860,860,Versiliaite,Versiliaite,,
861,861,Vertumnite,Vertumnite,,
862,862,Vesignieite,Vesignieite,,
863,863,Vesuvianite,Vesuvianite,,
864,864,Veszelyite,Veszelyite,,
865,865,Viaeneite,Viaeneite,,
866,866,Rollandite,Rollandite,,
867,867,Romanechite,Romanechite,,
868,868,Romarchite,Romarchite,,
869,869,Romeite,Romeite,,
870,870,Romerite,Romerite,,
871,871,Ronneburgite,Ronneburgite,,
872,872,Rooseveltite,Rooseveltite,,
873,873,Roquesite,Roquesite,,
874,874,Rorisite,Rorisite,,
875,875,Rosasite,Rosasite,,
876,876,Roscherite,Roscherite,,
877,877,Roscoelite,Roscoelite,,
878,878,Roselite,Roselite,,
879,879,Roselite-beta,Roselite-beta,,
880,880,Rosemaryite,Rosemaryite,,
881,881,Rosenbergite,Rosenbergite,,
882,882,Rosenbuschite,Rosenbuschite,,
883,883,Rosenhahnite,Rosenhahnite,,
884,884,Roshchinite,Roshchinite,,
885,885,Rosiaite,Rosiaite,,
886,886,Rosickyite,Rosickyite,,
887,887,Rosieresite,Rosieresite,,
888,888,Rossite,Rossite,,
889,889,Rossmanite,Rossmanite,,
890,890,Rostite,Rostite,,
891,891,Roubaultite,Roubaultite,,
892,892,Rouseite,Rouseite,,
893,893,Routhierite,Routhierite,,
894,894,Rouvilleite,Rouvilleite,,
895,895,Roweite,Roweite,,
896,896,Rowlandite-(Y),Rowlandite-(Y),,
897,897,Roxbyite,Roxbyite,,
898,898,Rozenite,Rozenite,,
899,899,Ruarsite,Ruarsite,,
900,900,Rubicline,Rubicline,,
901,901,Rucklidgeite,Rucklidgeite,,
902,902,Ruitenbergite,Ruitenbergite,,
903,903,Ruizite,Ruizite,,
904,904,Rusakovite,Rusakovite,,
905,905,Russellite,Russellite,,
906,906,Rustenburgite,Rustenburgite,,
907,907,Rustumite,Rustumite,,
908,908,Ruthenarsenite,Ruthenarsenite,,
909,909,Rutheniridosmine,Rutheniridosmine,,
910,910,Ruthenium,Ruthenium,,
911,911,Ruthenosmiridium,Ruthenosmiridium,,
912,912,Rutherfordine,Rutherfordine,,
913,913,Rutile,Rutile,,
914,914,Rynersonite,Rynersonite,,
916,916,Rontgenite-(Ce),Rontgenite-(Ce),,
917,917,Rosslerite,Rosslerite,,
918,918,Sabatierite,Sabatierite,,
919,919,Sabelliite,Sabelliite,,
920,920,Sabieite,Sabieite,,
921,921,Sabinaite,Sabinaite,,
922,922,Sabugalite,Sabugalite,,
923,923,Sacrofanite,Sacrofanite,,
924,924,Sadanagaite,Sadanagaite,,
925,925,Saddlebackite,Saddlebackite,,
926,926,Safflorite,Safflorite,,
927,927,Sahamalite-(Ce),Sahamalite-(Ce),,
928,928,Sahlinite,Sahlinite,,
929,929,Sainfeldite,Sainfeldite,,
930,930,Sakhaite,Sakhaite,,
931,931,Sakharovaite,Sakharovaite,,
932,932,Sakuraiite,Sakuraiite,,
933,933,SalAmmoniac,SalAmmoniac,,
934,934,Saleeite,Saleeite,,
935,935,Salesite,Salesite,,
936,936,Saliotite,Saliotite,,
937,937,Samarskite-(Y),Samarskite-(Y),,
938,938,Samfowlerite,Samfowlerite,,
939,939,Sampleite,Sampleite,,
940,940,Samsonite,Samsonite,,
941,941,Samuelsonite,Samuelsonite,,
942,942,Sanbornite,Sanbornite,,
943,943,Sanderite,Sanderite,,
944,944,Saneroite,Saneroite,,
945,945,Sanidine,Sanidine,,
946,946,Sanjuanite,Sanjuanite,,
947,947,Sanmartinite,Sanmartinite,,
948,948,Santaclaraite,Santaclaraite,,
949,949,Santafeite,Santafeite,,
950,950,Santanaite,Santanaite,,
951,951,Santite,Santite,,
952,952,Saponite,Saponite,,
953,953,Sapphirine,Sapphirine,,
954,954,Sapphirine-1tc,Sapphirine-1tc,,
955,955,Sarabauite,Sarabauite,,
956,956,Sarcolite,Sarcolite,,
957,957,Sarcopside,Sarcopside,,
958,958,Sarkinite,Sarkinite,,
959,959,Rameauite,Rameauite,,
960,960,Rammelsbergite,Rammelsbergite,,
961,961,Rammeslbergite,Rammeslbergite,,
962,962,Ramsbeckite,Ramsbeckite,,
963,963,Ramsdellite,Ramsdellite,,
964,964,Rancieite,Rancieite,,
965,965,Rankachite,Rankachite,,
966,966,Rankamaite,Rankamaite,,
967,967,Rankinite,Rankinite,,
968,968,Ransomite,Ransomite,,
969,969,Ranunculite,Ranunculite,,
970,970,Rapidcreekite,Rapidcreekite,,
971,971,Rappoldite,Rappoldite,,
972,972,Rashleighite,Rashleighite,,
973,973,Raspite,Raspite,,
974,974,Rasvumite,Rasvumite,,
975,975,Rathite,Rathite,,
976,976,Rauenthalite,Rauenthalite,,
977,977,Rauvite,Rauvite,,
978,978,Ravatite,Ravatite,,
979,979,Rayite,Rayite,,
980,980,Realgar,Realgar,,
981,981,Rebulite,Rebulite,,
982,982,Recatalogued,Recatalogued,,
983,983,Rectorite,Rectorite,,
984,984,Reddingite,Reddingite,,
985,985,Redingtonite,Redingtonite,,
986,986,Redledgeite,Redledgeite,,
987,987,Reederite-(Y),Reederite-(Y),,
988,988,Reedmergnerite,Reedmergnerite,,
989,989,Reevesite,Reevesite,,
990,990,Refikite,Refikite,,
991,991,Reichenbachite,Reichenbachite,,
992,992,Reidite,Reidite,,
993,993,Reinerite,Reinerite,,
994,994,Reinhardbraunsite,Reinhardbraunsite,,
995,995,Remondite-(Ce),Remondite-(Ce),,
996,996,Remondite-(La),Remondite-(La),,
997,997,Renardite,Renardite,,
998,998,Rengeite,Rengeite,,
999,999,Renierite,Renierite,,
1000,1000,Reppiaite,Reppiaite,,
1001,1001,Retgersite,Retgersite,,
1002,1002,Retzian,Retzian,,
1003,1003,Retzian-(Ce),Retzian-(Ce),,
1004,1004,Retzian-(La),Retzian-(La),,
1005,1005,Retzian-(Nd),Retzian-(Nd),,
1006,1006,Revdite,Revdite,,
1007,1007,Reyerite,Reyerite,,
1008,1008,Rhabdophane,Rhabdophane,,
1009,1009,Rhabdophane-(Ce),Rhabdophane-(Ce),,
1010,1010,Rhabdophane-(La),Rhabdophane-(La),,
1011,1011,Rhabdophane-(Nd),Rhabdophane-(Nd),,
1012,1012,Rheniite,Rheniite,,
1013,1013,Rhenium,Rhenium,,
1014,1014,Rhodarsenide,Rhodarsenide,,
1015,1015,Rhodesite,Rhodesite,,
1016,1016,Rhodium,Rhodium,,
1017,1017,Rhodizite,Rhodizite,,
1018,1018,Rhodochrosite,Rhodochrosite,,
1019,1019,Rhodonite,Rhodonite,,
1020,1020,Rhodostannite,Rhodostannite,,
1021,1021,Rhodplumsite,Rhodplumsite,,
