s	label	match
gcmin:barringerite	Barringerite	<https://www.mindat.org/1:1:537:5>
<https://w3id.org/geochem/1.0/mingroup/43841>	Barringerite Group	<https://www.mindat.org/1:1:43841:2>
gcmin:barroisite	Barroisite	<https://www.mindat.org/1:1:539:3>
<https://w3id.org/geochem/1.0/mingroup/43476>	Barroisite Root Name Group	<https://www.mindat.org/1:1:43476:2>
gcmin:barrotite	Barrotite	<https://www.mindat.org/1:1:43860:7>
gcmin:barstowite	Barstowite	<https://www.mindat.org/1:1:540:9>
gcmin:bartelkeite	Bartelkeite	<https://www.mindat.org/1:1:541:8>
gcmin:bartonite	Bartonite	<https://www.mindat.org/1:1:544:5>
gcmin:barwoodite	Barwoodite	<https://www.mindat.org/1:1:52148:4>
gcmin:barylite	Barylite	<https://www.mindat.org/1:1:545:4>
gcmin:barysilite	Barysilite	<https://www.mindat.org/1:1:546:3>
gcmin:baryte	Baryte	<https://www.mindat.org/1:1:549:0>
<https://w3id.org/geochem/1.0/mingroup/29275>	Baryte Group	<https://www.mindat.org/1:1:29275:9>
gcmin:barytocalcite	Barytocalcite	<https://www.mindat.org/1:1:466:8>
gcmin:barytolamprophyllite	Barytolamprophyllite	<https://www.mindat.org/1:1:462:2>
gcmin:bassanite	Bassanite	<https://www.mindat.org/1:1:557:9>
gcmin:bassetite	Bassetite	<https://www.mindat.org/1:1:558:8>
gcmin:bassoite	Bassoite	<https://www.mindat.org/1:1:42240:2>
<https://w3id.org/geochem/1.0/mingroup/563>	Bastnäsite	<https://www.mindat.org/1:1:563:0>
<https://w3id.org/geochem/1.0/mingroup/42527>	Bastnäsite Group	<https://www.mindat.org/1:1:42527:8>
gcmin:bastnasite-ce	Bastnäsite-(Ce)	<https://www.mindat.org/1:1:560:3>
gcmin:bastnasite-la	Bastnäsite-(La)	<https://www.mindat.org/1:1:561:2>
gcmin:bastnasite-nd	Bastnäsite-(Nd)	<https://www.mindat.org/1:1:29123:7>
gcmin:bastnasite-y	Bastnäsite-(Y)	<https://www.mindat.org/1:1:562:1>
gcmin:batiferrite	Batiferrite	<https://www.mindat.org/1:1:10174:9>
gcmin:batisite	Batisite	<https://www.mindat.org/1:1:568:5>
<https://w3id.org/geochem/1.0/mingroup/40105>	Batisite Group	<https://www.mindat.org/1:1:40105:6>
gcmin:batisivite	Batisivite	<https://www.mindat.org/1:1:36062:5>
gcmin:baumhauerite	Baumhauerite	<https://www.mindat.org/1:1:572:8>
gcmin:baumstarkite	Baumstarkite	<https://www.mindat.org/1:1:10995:4>
gcmin:bauranoite	Bauranoite	<https://www.mindat.org/1:1:574:6>
gcmin:bavenite	Bavenite	<https://www.mindat.org/1:1:577:3>
gcmin:bavsiite	Bavsiite	<https://www.mindat.org/1:1:46155:3>
gcmin:bayerite	Bayerite	<https://www.mindat.org/1:1:580:7>
gcmin:bayldonite	Bayldonite	<https://www.mindat.org/1:1:581:6>
gcmin:bayleyite	Bayleyite	<https://www.mindat.org/1:1:582:5>
gcmin:baylissite	Baylissite	<https://www.mindat.org/1:1:583:4>
gcmin:bazhenovite	Bazhenovite	<https://www.mindat.org/1:1:584:3>
gcmin:bazirite	Bazirite	<https://www.mindat.org/1:1:585:2>
gcmin:bazzite	Bazzite	<https://www.mindat.org/1:1:586:1>
gcmin:bearsite	Bearsite	<https://www.mindat.org/1:1:589:8>
gcmin:bearthite	Bearthite	<https://www.mindat.org/1:1:590:4>
gcmin:beaverite-cu	Beaverite-(Cu)	<https://www.mindat.org/1:1:591:3>
gcmin:beaverite-zn	Beaverite-(Zn)	<https://www.mindat.org/1:1:40048:2>
gcmin:bechererite	Bechererite	<https://www.mindat.org/1:1:593:1>
gcmin:beckettite	Beckettite	<https://www.mindat.org/1:1:46545:2>
gcmin:becquerelite	Becquerelite	<https://www.mindat.org/1:1:597:7>
gcmin:bederite	Bederite	<https://www.mindat.org/1:1:6821:1>
gcmin:behoite	Behoite	<https://www.mindat.org/1:1:603:7>
gcmin:beidellite	Beidellite	<https://www.mindat.org/1:1:604:6>
gcmin:belendorffite	Belendorffite	<https://www.mindat.org/1:1:608:2>
gcmin:belkovite	Belkovite	<https://www.mindat.org/1:1:609:1>
gcmin:bellbergite	Bellbergite	<https://www.mindat.org/1:1:610:7>
gcmin:bellidoite	Bellidoite	<https://www.mindat.org/1:1:611:6>
gcmin:bellingerite	Bellingerite	<https://www.mindat.org/1:1:612:5>
gcmin:belloite	Belloite	<https://www.mindat.org/1:1:7062:7>
gcmin:belomarinaite	Belomarinaite	<https://www.mindat.org/1:1:52911:2>
<https://w3id.org/geochem/1.0/mingroup/42671>	Belovite Group	<https://www.mindat.org/1:1:42671:8>
gcmin:belovite-ce	Belovite-(Ce)	<https://www.mindat.org/1:1:618:9>
gcmin:belovite-la	Belovite-(La)	<https://www.mindat.org/1:1:6822:8>
gcmin:belyankinite	Belyankinite	<https://www.mindat.org/1:1:619:8>
gcmin:bementite	Bementite	<https://www.mindat.org/1:1:621:3>
gcmin:benauite	Benauite	<https://www.mindat.org/1:1:622:2>
gcmin:benavidesite	Benavidesite	<https://www.mindat.org/1:1:623:1>
gcmin:bendadaite	Bendadaite	<https://www.mindat.org/1:1:31722:5>
gcmin:benitoite	Benitoite	<https://www.mindat.org/1:1:624:0>
<https://w3id.org/geochem/1.0/mingroup/32300>	Benitoite Group	<https://www.mindat.org/1:1:32300:4>
gcmin:benjaminite	Benjaminite	<https://www.mindat.org/1:1:625:9>
gcmin:benleonardite	Benleonardite	<https://www.mindat.org/1:1:817:8>
gcmin:bennesherite	Bennesherite	<https://www.mindat.org/1:1:54030:0>
gcmin:benstonite	Benstonite	<https://www.mindat.org/1:1:626:8>
gcmin:bentorite	Bentorite	<https://www.mindat.org/1:1:627:7>
gcmin:benyacarite	Benyacarite	<https://www.mindat.org/1:1:6823:5>
gcmin:beraunite	Beraunite	<https://www.mindat.org/1:1:628:6>
<https://w3id.org/geochem/1.0/mingroup/46668>	Beraunite Group	<https://www.mindat.org/1:1:46668:2>
gcmin:berborite	Berborite	<https://www.mindat.org/1:1:629:5>
gcmin:berdesinskiite	Berdesinskiite	<https://www.mindat.org/1:1:630:1>
gcmin:berezanskite	Berezanskite	<https://www.mindat.org/1:1:6824:2>
gcmin:bergenite	Bergenite	<https://www.mindat.org/1:1:631:0>
gcmin:bergslagite	Bergslagite	<https://www.mindat.org/1:1:632:9>
gcmin:berlinite	Berlinite	<https://www.mindat.org/1:1:633:8>
gcmin:bermanite	Bermanite	<https://www.mindat.org/1:1:634:7>
gcmin:bernalite	Bernalite	<https://www.mindat.org/1:1:635:6>
gcmin:bernardite	Bernardite	<https://www.mindat.org/1:1:636:5>
gcmin:berndtite	Berndtite	<https://www.mindat.org/1:1:637:4>
gcmin:berryite	Berryite	<https://www.mindat.org/1:1:638:3>
gcmin:berthierine	Berthierine	<https://www.mindat.org/1:1:639:2>
gcmin:berthierite	Berthierite	<https://www.mindat.org/1:1:640:8>
<https://w3id.org/geochem/1.0/mingroup/46874>	Berthierite Group	<https://www.mindat.org/1:1:46874:1>
gcmin:bertossaite	Bertossaite	<https://www.mindat.org/1:1:641:7>
gcmin:bertrandite	Bertrandite	<https://www.mindat.org/1:1:642:6>
gcmin:beryl	Beryl	<https://www.mindat.org/1:1:819:6>
<https://w3id.org/geochem/1.0/mingroup/40374>	Beryl Group	<https://www.mindat.org/1:1:40374:4>
gcmin:beryllite	Beryllite	<https://www.mindat.org/1:1:643:5>
gcmin:beryllonite	Beryllonite	<https://www.mindat.org/1:1:644:4>
gcmin:berzelianite	Berzelianite	<https://www.mindat.org/1:1:645:3>
<https://w3id.org/geochem/1.0/mingroup/34966>	Berzelianite-Umangite Group	<https://www.mindat.org/1:1:34966:8>
gcmin:berzeliite	Berzeliite	<https://www.mindat.org/1:1:646:2>
<https://w3id.org/geochem/1.0/mingroup/52729>	Berzeliite Group	<https://www.mindat.org/1:1:52729:3>
gcmin:beshtauite	Beshtauite	<https://www.mindat.org/1:1:43574:3>
<https://w3id.org/geochem/1.0/mingroup/29178>	Betafite Group	<https://www.mindat.org/1:1:29178:7>
gcmin:betalomonosovite	Betalomonosovite	<https://www.mindat.org/1:1:647:1>
gcmin:betekhtinite	Betekhtinite	<https://www.mindat.org/1:1:650:5>
<https://w3id.org/geochem/1.0/mingroup/39433>	Betpakdalite Group	<https://www.mindat.org/1:1:39433:0>
<https://w3id.org/geochem/1.0/mingroup/46876>	Betpakdalite Supergroup	<https://www.mindat.org/1:1:46876:9>
gcmin:betpakdalite-caca	Betpakdalite-CaCa	<https://www.mindat.org/1:1:651:4>
gcmin:betpakdalite-camg	Betpakdalite-CaMg	<https://www.mindat.org/1:1:41944:4>
gcmin:betpakdalite-naca	Betpakdalite-NaCa	<https://www.mindat.org/1:1:3706:4>
gcmin:betpakdalite-nana	Betpakdalite-NaNa	<https://www.mindat.org/1:1:41945:3>
gcmin:beudantite	Beudantite	<https://www.mindat.org/1:1:652:3>
<https://w3id.org/geochem/1.0/mingroup/29276>	Beudantite Group	<https://www.mindat.org/1:1:29276:8>
gcmin:beusite	Beusite	<https://www.mindat.org/1:1:653:2>
gcmin:beusite-ca	Beusite-(Ca)	<https://www.mindat.org/1:1:52167:9>
gcmin:beyerite	Beyerite	<https://www.mindat.org/1:1:654:1>
gcmin:bezsmertnovite	Bezsmertnovite	<https://www.mindat.org/1:1:656:9>
gcmin:biachellaite	Biachellaite	<https://www.mindat.org/1:1:32621:4>
gcmin:bianchite	Bianchite	<https://www.mindat.org/1:1:660:2>
gcmin:bicchulite	Bicchulite	<https://www.mindat.org/1:1:661:1>
gcmin:bideauxite	Bideauxite	<https://www.mindat.org/1:1:662:0>
gcmin:bieberite	Bieberite	<https://www.mindat.org/1:1:664:8>
gcmin:biehlite	Biehlite	<https://www.mindat.org/1:1:7581:3>
gcmin:bigcreekite	Bigcreekite	<https://www.mindat.org/1:1:7083:2>
gcmin:bijvoetite-y	Bijvoetite-(Y)	<https://www.mindat.org/1:1:669:3>
gcmin:bikitaite	Bikitaite	<https://www.mindat.org/1:1:670:9>
gcmin:bilibinskite	Bilibinskite	<https://www.mindat.org/1:1:672:7>
gcmin:billietite	Billietite	<https://www.mindat.org/1:1:674:5>
gcmin:billingsleyite	Billingsleyite	<https://www.mindat.org/1:1:675:4>
gcmin:billwiseite	Billwiseite	<https://www.mindat.org/1:1:43328:6>
gcmin:bindheimite	Bindheimite	<https://www.mindat.org/1:1:676:3>
<https://w3id.org/geochem/1.0/mingroup/677>	Biotite	<https://www.mindat.org/1:1:677:2>
gcmin:biphosphammite	Biphosphammite	<https://www.mindat.org/1:1:678:1>
<https://w3id.org/geochem/1.0/mingroup/55035>	Biraite Group	<https://www.mindat.org/1:1:55035:2>
gcmin:biraite-ce	Biraite-(Ce)	<https://www.mindat.org/1:1:27384:2>
gcmin:birchite	Birchite	<https://www.mindat.org/1:1:35925:8>
gcmin:biringuccite	Biringuccite	<https://www.mindat.org/1:1:679:0>
gcmin:birnessite	Birnessite	<https://www.mindat.org/1:1:680:6>
<https://w3id.org/geochem/1.0/mingroup/35538>	Birnessite Group	<https://www.mindat.org/1:1:35538:6>
gcmin:birunite	Birunite	<https://www.mindat.org/1:1:40582:1>
gcmin:bischofite	Bischofite	<https://www.mindat.org/1:1:681:5>
gcmin:bismite	Bismite	<https://www.mindat.org/1:1:682:4>
gcmin:bismoclite	Bismoclite	<https://www.mindat.org/1:1:683:3>
gcmin:bismuth	Bismuth	<https://www.mindat.org/1:1:684:2>
gcmin:bismuthinite	Bismuthinite	<https://www.mindat.org/1:1:686:0>
gcmin:bismutite	Bismutite	<https://www.mindat.org/1:1:687:9>
gcmin:bismutocolumbite	Bismutocolumbite	<https://www.mindat.org/1:1:688:8>
gcmin:bismutoferrite	Bismutoferrite	<https://www.mindat.org/1:1:667:5>
gcmin:bismutohauchecornite	Bismutohauchecornite	<https://www.mindat.org/1:1:658:7>
gcmin:bismutostibiconite	Bismutostibiconite	<https://www.mindat.org/1:1:659:6>
gcmin:bismutotantalite	Bismutotantalite	<https://www.mindat.org/1:1:663:9>
<https://w3id.org/geochem/1.0/mingroup/51620>	Bitikleite Group	<https://www.mindat.org/1:1:51620:6>
gcmin:bityite	Bityite	<https://www.mindat.org/1:1:689:7>
gcmin:bixbyite	Bixbyite	<https://www.mindat.org/1:1:691:2>
gcmin:bixbyite-fe	Bixbyite-(Fe)	<https://www.mindat.org/1:1:55700:9>
gcmin:bjarebyite	Bjarebyite	<https://www.mindat.org/1:1:692:1>
<https://w3id.org/geochem/1.0/mingroup/29277>	Bjarebyite Group	<https://www.mindat.org/1:1:29277:7>
gcmin:blakeite	Blakeite	<https://www.mindat.org/1:1:693:0>
gcmin:blatonite	Blatonite	<https://www.mindat.org/1:1:6826:6>
gcmin:blatterite	Blatterite	<https://www.mindat.org/1:1:694:9>
gcmin:bleasdaleite	Bleasdaleite	<https://www.mindat.org/1:1:7039:9>
gcmin:blixite	Blixite	<https://www.mindat.org/1:1:696:7>
gcmin:blossite	Blossite	<https://www.mindat.org/1:1:697:6>
gcmin:bluelizardite	Bluelizardite	<https://www.mindat.org/1:1:45881:4>
gcmin:blodite	Blödite	<https://www.mindat.org/1:1:695:8>
<https://w3id.org/geochem/1.0/mingroup/42038>	Blödite Group	<https://www.mindat.org/1:1:42038:9>
gcmin:bobcookite	Bobcookite	<https://www.mindat.org/1:1:46167:8>
gcmin:bobfergusonite	Bobfergusonite	<https://www.mindat.org/1:1:700:9>
<https://w3id.org/geochem/1.0/mingroup/53088>	Bobfergusonite Group	<https://www.mindat.org/1:1:53088:0>
gcmin:bobierrite	Bobierrite	<https://www.mindat.org/1:1:701:8>
gcmin:bobjonesite	Bobjonesite	<https://www.mindat.org/1:1:11455:8>
gcmin:bobkingite	Bobkingite	<https://www.mindat.org/1:1:11338:2>
gcmin:bobmeyerite	Bobmeyerite	<https://www.mindat.org/1:1:43334:7>
gcmin:bobtraillite	Bobtraillite	<https://www.mindat.org/1:1:27406:3>
gcmin:bodieite	Bodieite	<https://www.mindat.org/1:1:52909:7>
gcmin:bogdanovite	Bogdanovite	<https://www.mindat.org/1:1:702:7>
gcmin:boggsite	Boggsite	<https://www.mindat.org/1:1:704:5>
gcmin:bohdanowiczite	Bohdanowiczite	<https://www.mindat.org/1:1:706:3>
gcmin:bohseite	Bohseite	<https://www.mindat.org/1:1:40562:7>
gcmin:bohuslavite	Bohuslavite	<https://www.mindat.org/1:1:53418:7>
gcmin:bokite	Bokite	<https://www.mindat.org/1:1:709:0>
gcmin:boleite	Boleite	<https://www.mindat.org/1:1:712:4>
gcmin:bolivarite	Bolivarite	<https://www.mindat.org/1:1:713:3>
gcmin:boltwoodite	Boltwoodite	<https://www.mindat.org/1:1:716:0>
gcmin:bonaccordite	Bonaccordite	<https://www.mindat.org/1:1:717:9>
gcmin:bonattite	Bonattite	<https://www.mindat.org/1:1:718:8>
gcmin:bonazziite	Bonazziite	<https://www.mindat.org/1:1:46093:4>
gcmin:bonshtedtite	Bonshtedtite	<https://www.mindat.org/1:1:719:7>
gcmin:boothite	Boothite	<https://www.mindat.org/1:1:720:3>
gcmin:boracite	Boracite	<https://www.mindat.org/1:1:721:2>
<https://w3id.org/geochem/1.0/mingroup/39943>	Boracite Group	<https://www.mindat.org/1:1:39943:2>
gcmin:boralsilite	Boralsilite	<https://www.mindat.org/1:1:6829:7>
gcmin:borax	Borax	<https://www.mindat.org/1:1:722:1>
gcmin:borcarite	Borcarite	<https://www.mindat.org/1:1:723:0>
gcmin:borishanskiite	Borishanskiite	<https://www.mindat.org/1:1:724:9>
gcmin:bornemanite	Bornemanite	<https://www.mindat.org/1:1:725:8>
gcmin:bornhardtite	Bornhardtite	<https://www.mindat.org/1:1:726:7>
<https://w3id.org/geochem/1.0/mingroup/52870>	Bornhardtite Subgroup	<https://www.mindat.org/1:1:52870:6>
gcmin:bornite	Bornite	<https://www.mindat.org/1:1:727:6>
gcmin:borocookeite	Borocookeite	<https://www.mindat.org/1:1:28988:9>
gcmin:borodaevite	Borodaevite	<https://www.mindat.org/1:1:728:5>
gcmin:boromullite	Boromullite	<https://www.mindat.org/1:1:36058:2>
gcmin:boromuscovite	Boromuscovite	<https://www.mindat.org/1:1:729:4>
gcmin:borovskite	Borovskite	<https://www.mindat.org/1:1:730:0>
gcmin:bortnikovite	Bortnikovite	<https://www.mindat.org/1:1:30763:5>
gcmin:borzeckiite	Borz?ckiite	<https://www.mindat.org/1:1:470374:3>
gcmin:boscardinite	Boscardinite	<https://www.mindat.org/1:1:41957:8>
gcmin:bosiite	Bosiite	<https://www.mindat.org/1:1:46568:3>
gcmin:bostwickite	Bostwickite	<https://www.mindat.org/1:1:731:9>
gcmin:botallackite	Botallackite	<https://www.mindat.org/1:1:732:8>
gcmin:botryogen	Botryogen	<https://www.mindat.org/1:1:733:7>
gcmin:bottinoite	Bottinoite	<https://www.mindat.org/1:1:735:5>
<https://w3id.org/geochem/1.0/mingroup/51920>	Bottinoite Group	<https://www.mindat.org/1:1:51920:3>
gcmin:bouazzerite	Bouazzerite	<https://www.mindat.org/1:1:28920:5>
gcmin:boulangerite	Boulangerite	<https://www.mindat.org/1:1:738:2>
gcmin:bournonite	Bournonite	<https://www.mindat.org/1:1:741:6>
<https://w3id.org/geochem/1.0/mingroup/39690>	Bournonite Group	<https://www.mindat.org/1:1:39690:3>
gcmin:boussingaultite	Boussingaultite	<https://www.mindat.org/1:1:743:4>
gcmin:bouskaite	Bouškaite	<https://www.mindat.org/1:1:53373:5>
gcmin:bowieite	Bowieite	<https://www.mindat.org/1:1:745:2>
gcmin:bowlesite	Bowlesite	<https://www.mindat.org/1:1:54040:7>
gcmin:boyleite	Boyleite	<https://www.mindat.org/1:1:746:1>
