s	label	match
gcmin:toyohaite	Toyohaite	<https://www.mindat.org/1:1:4004:0>
gcmin:trabzonite	Trabzonite	<https://www.mindat.org/1:1:4005:7>
gcmin:tranquillityite	Tranquillityite	<https://www.mindat.org/1:1:4006:4>
gcmin:transjordanite	Transjordanite	<https://www.mindat.org/1:1:46045:7>
gcmin:traskite	Traskite	<https://www.mindat.org/1:1:4007:1>
gcmin:trattnerite	Trattnerite	<https://www.mindat.org/1:1:26354:4>
gcmin:treasurite	Treasurite	<https://www.mindat.org/1:1:4008:8>
gcmin:trechmannite	Trechmannite	<https://www.mindat.org/1:1:4009:5>
gcmin:trembathite	Trembathite	<https://www.mindat.org/1:1:4010:1>
gcmin:tremolite	Tremolite	<https://www.mindat.org/1:1:4011:8>
<https://w3id.org/geochem/1.0/mingroup/36873>	Tremolite Root Name Group	<https://www.mindat.org/1:1:36873:3>
gcmin:trevorite	Trevorite	<https://www.mindat.org/1:1:4012:5>
gcmin:triangulite	Triangulite	<https://www.mindat.org/1:1:4014:9>
gcmin:tridymite	Tridymite	<https://www.mindat.org/1:1:4015:6>
gcmin:trigodomeykite	Trigodomeykite	<https://www.mindat.org/1:1:46462:0>
gcmin:trigonite	Trigonite	<https://www.mindat.org/1:1:4016:3>
gcmin:trikalsilite	Trikalsilite	<https://www.mindat.org/1:1:4017:0>
gcmin:trilithionite	Trilithionite	<https://www.mindat.org/1:1:7341:3>
gcmin:trimerite	Trimerite	<https://www.mindat.org/1:1:4018:7>
gcmin:trimounsite-y	Trimounsite-(Y)	<https://www.mindat.org/1:1:4019:4>
<https://w3id.org/geochem/1.0/mingroup/53393>	Trioctahedral mica	<https://www.mindat.org/1:1:53393:9>
gcmin:triphylite	Triphylite	<https://www.mindat.org/1:1:4020:0>
<https://w3id.org/geochem/1.0/mingroup/31813>	Triphylite Group	<https://www.mindat.org/1:1:31813:6>
gcmin:triplite	Triplite	<https://www.mindat.org/1:1:4021:7>
<https://w3id.org/geochem/1.0/mingroup/39770>	Triplite Group	<https://www.mindat.org/1:1:39770:8>
gcmin:triploidite	Triploidite	<https://www.mindat.org/1:1:4022:4>
gcmin:trippkeite	Trippkeite	<https://www.mindat.org/1:1:4023:1>
<https://w3id.org/geochem/1.0/mingroup/35003>	Trippkeite Group	<https://www.mindat.org/1:1:35003:5>
gcmin:tripuhyite	Tripuhyite	<https://www.mindat.org/1:1:4024:8>
gcmin:tristramite	Tristramite	<https://www.mindat.org/1:1:4025:5>
gcmin:tritomite-ce	Tritomite-(Ce)	<https://www.mindat.org/1:1:4026:2>
gcmin:tritomite-y	Tritomite-(Y)	<https://www.mindat.org/1:1:4027:9>
gcmin:trogtalite	Trogtalite	<https://www.mindat.org/1:1:4028:6>
gcmin:troilite	Troilite	<https://www.mindat.org/1:1:4029:3>
gcmin:trolleite	Trolleite	<https://www.mindat.org/1:1:4030:9>
gcmin:trona	Trona	<https://www.mindat.org/1:1:4031:6>
gcmin:truscottite	Truscottite	<https://www.mindat.org/1:1:4033:0>
gcmin:trebeurdenite	Trébeurdenite	<https://www.mindat.org/1:1:43293:1>
gcmin:trogerite	Trögerite	<https://www.mindat.org/1:1:4013:2>
gcmin:trustedtite	Trüstedtite	<https://www.mindat.org/1:1:4032:3>
gcmin:tsangpoite	Tsangpoite	<https://www.mindat.org/1:1:46625:7>
gcmin:tsaregorodtsevite	Tsaregorodtsevite	<https://www.mindat.org/1:1:4034:7>
gcmin:tschermakite	Tschermakite	<https://www.mindat.org/1:1:4035:4>
<https://w3id.org/geochem/1.0/mingroup/43418>	Tschermakite Root Name Group	<https://www.mindat.org/1:1:43418:8>
gcmin:tschermigite	Tschermigite	<https://www.mindat.org/1:1:4036:1>
gcmin:tschernichite	Tschernichite	<https://www.mindat.org/1:1:4037:8>
gcmin:tschortnerite	Tschörtnerite	<https://www.mindat.org/1:1:7343:7>
gcmin:tsepinite-ca	Tsepinite-Ca	<https://www.mindat.org/1:1:26367:8>
gcmin:tsepinite-k	Tsepinite-K	<https://www.mindat.org/1:1:26355:3>
gcmin:tsepinite-na	Tsepinite-Na	<https://www.mindat.org/1:1:11013:6>
gcmin:tsepinite-sr	Tsepinite-Sr	<https://www.mindat.org/1:1:27458:6>
gcmin:tsilaisite	Tsilaisite	<https://www.mindat.org/1:1:8016:9>
gcmin:tsnigriite	Tsnigriite	<https://www.mindat.org/1:1:4038:5>
gcmin:tsugaruite	Tsugaruite	<https://www.mindat.org/1:1:7344:4>
gcmin:tsumcorite	Tsumcorite	<https://www.mindat.org/1:1:4039:2>
<https://w3id.org/geochem/1.0/mingroup/9265>	Tsumcorite Group	<https://www.mindat.org/1:1:9265:0>
gcmin:tsumebite	Tsumebite	<https://www.mindat.org/1:1:4040:8>
gcmin:tsumgallite	Tsumgallite	<https://www.mindat.org/1:1:11481:3>
gcmin:tsumoite	Tsumoite	<https://www.mindat.org/1:1:4041:5>
gcmin:tubulite	Tubulite	<https://www.mindat.org/1:1:42737:3>
gcmin:tucekite	Tucekite	<https://www.mindat.org/1:1:4042:2>
gcmin:tugarinovite	Tugarinovite	<https://www.mindat.org/1:1:4043:9>
gcmin:tugtupite	Tugtupite	<https://www.mindat.org/1:1:4044:6>
gcmin:tuhualite	Tuhualite	<https://www.mindat.org/1:1:4045:3>
<https://w3id.org/geochem/1.0/mingroup/34941>	Tuhualite Group	<https://www.mindat.org/1:1:34941:9>
<https://w3id.org/geochem/1.0/mingroup/470786>	Tuite Group	<https://www.mindat.org/1:1:470786:4>
gcmin:tulameenite	Tulameenite	<https://www.mindat.org/1:1:4046:0>
gcmin:tuliokite	Tuliokite	<https://www.mindat.org/1:1:4047:7>
gcmin:tululite	Tululite	<https://www.mindat.org/1:1:46500:9>
gcmin:tumchaite	Tumchaite	<https://www.mindat.org/1:1:7102:0>
<https://w3id.org/geochem/1.0/mingroup/34945>	Tundrite	<https://www.mindat.org/1:1:34945:5>
gcmin:tundrite-ce	Tundrite-(Ce)	<https://www.mindat.org/1:1:4048:4>
gcmin:tundrite-nd	Tundrite-(Nd)	<https://www.mindat.org/1:1:4049:1>
gcmin:tunellite	Tunellite	<https://www.mindat.org/1:1:4050:7>
gcmin:tungsten	Tungsten	<https://www.mindat.org/1:1:7982:8>
gcmin:tungstenite	Tungstenite	<https://www.mindat.org/1:1:4051:4>
gcmin:tungstibite	Tungstibite	<https://www.mindat.org/1:1:4052:1>
gcmin:tungstite	Tungstite	<https://www.mindat.org/1:1:4054:5>
gcmin:tungusite	Tungusite	<https://www.mindat.org/1:1:4055:2>
gcmin:tunisite	Tunisite	<https://www.mindat.org/1:1:4056:9>
gcmin:tuperssuatsiaite	Tuperssuatsiaite	<https://www.mindat.org/1:1:4057:6>
gcmin:turanite	Turanite	<https://www.mindat.org/1:1:4058:3>
gcmin:turkestanite	Turkestanite	<https://www.mindat.org/1:1:7345:1>
gcmin:turneaureite	Turneaureite	<https://www.mindat.org/1:1:4059:0>
gcmin:turquoise	Turquoise	<https://www.mindat.org/1:1:4060:6>
<https://w3id.org/geochem/1.0/mingroup/29340>	Turquoise Group	<https://www.mindat.org/1:1:29340:2>
gcmin:turtmannite	Turtmannite	<https://www.mindat.org/1:1:11090:5>
gcmin:tuscanite	Tuscanite	<https://www.mindat.org/1:1:4061:3>
gcmin:tusionite	Tusionite	<https://www.mindat.org/1:1:4062:0>
gcmin:tuzlaite	Tuzlaite	<https://www.mindat.org/1:1:4063:7>
gcmin:tvalchrelidzeite	Tvalchrelidzeite	<https://www.mindat.org/1:1:4064:4>
gcmin:tvedalite	Tvedalite	<https://www.mindat.org/1:1:4065:1>
gcmin:tveitite-y	Tveitite-(Y)	<https://www.mindat.org/1:1:4066:8>
gcmin:tvrdyite	Tvrdýite	<https://www.mindat.org/1:1:46532:8>
gcmin:tweddillite	Tweddillite	<https://www.mindat.org/1:1:11118:0>
gcmin:twinnite	Twinnite	<https://www.mindat.org/1:1:4067:5>
gcmin:tychite	Tychite	<https://www.mindat.org/1:1:4068:2>
gcmin:tyretskite	Tyretskite	<https://www.mindat.org/1:1:4069:9>
gcmin:tyrolite	Tyrolite	<https://www.mindat.org/1:1:4070:5>
gcmin:tyrrellite	Tyrrellite	<https://www.mindat.org/1:1:4071:2>
gcmin:tyuyamunite	Tyuyamunite	<https://www.mindat.org/1:1:4072:9>
gcmin:tornebohmite-ce	Törnebohmite-(Ce)	<https://www.mindat.org/1:1:3998:3>
gcmin:tornebohmite-la	Törnebohmite-(La)	<https://www.mindat.org/1:1:3999:0>
gcmin:tornroosite	Törnroosite	<https://www.mindat.org/1:1:43185:3>
gcmin:uchucchacuaite	Uchucchacuaite	<https://www.mindat.org/1:1:4075:0>
gcmin:uedaite-ce	Uedaite-(Ce)	<https://www.mindat.org/1:1:29545:5>
gcmin:uklonskovite	Uklonskovite	<https://www.mindat.org/1:1:4084:2>
gcmin:ulexite	Ulexite	<https://www.mindat.org/1:1:4085:9>
gcmin:ullmannite	Ullmannite	<https://www.mindat.org/1:1:4086:6>
gcmin:ulrichite	Ulrichite	<https://www.mindat.org/1:1:4088:0>
gcmin:ulvospinel	Ulvöspinel	<https://www.mindat.org/1:1:4089:7>
<https://w3id.org/geochem/1.0/mingroup/52868>	Ulvöspinel Subgroup	<https://www.mindat.org/1:1:52868:1>
gcmin:umangite	Umangite	<https://www.mindat.org/1:1:4090:3>
gcmin:umbite	Umbite	<https://www.mindat.org/1:1:4091:0>
<https://w3id.org/geochem/1.0/mingroup/35552>	Umbite Group	<https://www.mindat.org/1:1:35552:6>
gcmin:umbozerite	Umbozerite	<https://www.mindat.org/1:1:4092:7>
gcmin:umbrianite	Umbrianite	<https://www.mindat.org/1:1:42376:6>
gcmin:umohoite	Umohoite	<https://www.mindat.org/1:1:4093:4>
gcmin:ungavaite	Ungavaite	<https://www.mindat.org/1:1:27471:7>
gcmin:ungemachite	Ungemachite	<https://www.mindat.org/1:1:4095:8>
gcmin:upalite	Upalite	<https://www.mindat.org/1:1:4096:5>
gcmin:uralborite	Uralborite	<https://www.mindat.org/1:1:4097:2>
gcmin:uralolite	Uralolite	<https://www.mindat.org/1:1:4099:6>
gcmin:uramarsite	Uramarsite	<https://www.mindat.org/1:1:28919:9>
gcmin:uramphite	Uramphite	<https://www.mindat.org/1:1:4100:9>
gcmin:urancalcarite	Urancalcarite	<https://www.mindat.org/1:1:4101:6>
gcmin:uraninite	Uraninite	<https://www.mindat.org/1:1:4102:3>
<https://w3id.org/geochem/1.0/mingroup/46762>	Uraninite Group	<https://www.mindat.org/1:1:46762:7>
gcmin:uranocircite-ii	Uranocircite-II	<https://www.mindat.org/1:1:4105:4>
<https://w3id.org/geochem/1.0/mingroup/32172>	Uranophane Group	<https://www.mindat.org/1:1:32172:3>
gcmin:uranophane-alpha	Uranophane-a	<https://www.mindat.org/1:1:4107:8>
gcmin:uranophane-beta	Uranophane-ß	<https://www.mindat.org/1:1:4106:1>
gcmin:uranopilite	Uranopilite	<https://www.mindat.org/1:1:4108:5>
gcmin:uranopolycrase	Uranopolycrase	<https://www.mindat.org/1:1:4109:2>
gcmin:uranosilite	Uranosilite	<https://www.mindat.org/1:1:4110:8>
gcmin:uranospathite	Uranospathite	<https://www.mindat.org/1:1:4111:5>
gcmin:uranosphaerite	Uranosphaerite	<https://www.mindat.org/1:1:4112:2>
gcmin:uranospinite	Uranospinite	<https://www.mindat.org/1:1:4113:9>
gcmin:uranotungstite	Uranotungstite	<https://www.mindat.org/1:1:4115:3>
gcmin:urea	Urea	<https://www.mindat.org/1:1:4117:7>
gcmin:uricite	Uricite	<https://www.mindat.org/1:1:4118:4>
gcmin:uroxite	Uroxite	<https://www.mindat.org/1:1:53223:1>
gcmin:urusovite	Urusovite	<https://www.mindat.org/1:1:7070:2>
gcmin:urvantsevite	Urvantsevite	<https://www.mindat.org/1:1:4120:7>
gcmin:ushkovite	Ushkovite	<https://www.mindat.org/1:1:4129:0>
gcmin:usovite	Usovite	<https://www.mindat.org/1:1:4121:4>
gcmin:ussingite	Ussingite	<https://www.mindat.org/1:1:4122:1>
gcmin:ustarasite	Ustarasite	<https://www.mindat.org/1:1:4123:8>
gcmin:usturite	Usturite	<https://www.mindat.org/1:1:40024:2>
gcmin:utahite	Utahite	<https://www.mindat.org/1:1:7348:2>
gcmin:uvanite	Uvanite	<https://www.mindat.org/1:1:4124:5>
gcmin:uvarovite	Uvarovite	<https://www.mindat.org/1:1:4125:2>
gcmin:uvite	Uvite	<https://www.mindat.org/1:1:54355:6>
gcmin:uytenbogaardtite	Uytenbogaardtite	<https://www.mindat.org/1:1:4127:6>
gcmin:uzonite	Uzonite	<https://www.mindat.org/1:1:4128:3>
gcmin:vaesite	Vaesite	<https://www.mindat.org/1:1:4133:7>
gcmin:vajdakite	Vajdakite	<https://www.mindat.org/1:1:7053:5>
gcmin:valentinite	Valentinite	<https://www.mindat.org/1:1:4135:1>
gcmin:valleriite	Valleriite	<https://www.mindat.org/1:1:4136:8>
<https://w3id.org/geochem/1.0/mingroup/39791>	Valleriite Group	<https://www.mindat.org/1:1:39791:1>
gcmin:valleyite	Valleyite	<https://www.mindat.org/1:1:51963:8>
gcmin:vanackerite	Vanackerite	<https://www.mindat.org/1:1:42744:3>
gcmin:vanadinite	Vanadinite	<https://www.mindat.org/1:1:4139:9>
gcmin:vanadio-oxy-chromium-dravite	Vanadio-oxy-chromium-dravite	<https://www.mindat.org/1:1:43355:0>
gcmin:vanadio-oxy-dravite	Vanadio-oxy-dravite	<https://www.mindat.org/1:1:43563:7>
gcmin:vanadiocarpholite	Vanadiocarpholite	<https://www.mindat.org/1:1:26774:4>
gcmin:vanadium	Vanadium	<https://www.mindat.org/1:1:43604:3>
gcmin:vanadoandrosite-ce	Vanadoandrosite-(Ce)	<https://www.mindat.org/1:1:27466:5>
gcmin:vanadomalayaite	Vanadomalayaite	<https://www.mindat.org/1:1:7349:9>
gcmin:vanalite	Vanalite	<https://www.mindat.org/1:1:4143:6>
gcmin:vandenbrandeite	Vandenbrandeite	<https://www.mindat.org/1:1:4144:3>
gcmin:vandendriesscheite	Vandendriesscheite	<https://www.mindat.org/1:1:4145:0>
gcmin:vanmeersscheite	Vanmeersscheite	<https://www.mindat.org/1:1:4147:4>
gcmin:vanoxite	Vanoxite	<https://www.mindat.org/1:1:4149:8>
gcmin:vantasselite	Vantasselite	<https://www.mindat.org/1:1:4150:4>
gcmin:vanthoffite	Vanthoffite	<https://www.mindat.org/1:1:4151:1>
gcmin:vanuralite	Vanuralite	<https://www.mindat.org/1:1:4152:8>
gcmin:vapnikite	Vapnikite	<https://www.mindat.org/1:1:45941:5>
<https://w3id.org/geochem/1.0/mingroup/50242>	Vapnikite Subgroup	<https://www.mindat.org/1:1:50242:5>
gcmin:varennesite	Varennesite	<https://www.mindat.org/1:1:4155:9>
gcmin:variscite	Variscite	<https://www.mindat.org/1:1:4156:6>
<https://w3id.org/geochem/1.0/mingroup/29341>	Variscite Group	<https://www.mindat.org/1:1:29341:1>
gcmin:varlamoffite	Varlamoffite	<https://www.mindat.org/1:1:4157:3>
gcmin:varulite	Varulite	<https://www.mindat.org/1:1:4158:0>
gcmin:vashegyite	Vashegyite	<https://www.mindat.org/1:1:4159:7>
gcmin:vasilite	Vasilite	<https://www.mindat.org/1:1:4160:3>
gcmin:vasilyevite	Vasilyevite	<https://www.mindat.org/1:1:25677:5>
gcmin:vaterite	Vaterite	<https://www.mindat.org/1:1:4161:0>
gcmin:vaughanite	Vaughanite	<https://www.mindat.org/1:1:4162:7>
gcmin:vauquelinite	Vauquelinite	<https://www.mindat.org/1:1:4163:4>
gcmin:vauxite	Vauxite	<https://www.mindat.org/1:1:4164:1>
gcmin:vavrinite	Vavrínite	<https://www.mindat.org/1:1:28949:0>
gcmin:veatchite	Veatchite	<https://www.mindat.org/1:1:4166:5>
gcmin:veblenite	Veblenite	<https://www.mindat.org/1:1:41133:6>
gcmin:veenite	Veenite	<https://www.mindat.org/1:1:4167:2>
gcmin:velikite	Velikite	<https://www.mindat.org/1:1:4168:9>
gcmin:verbeekite	Verbeekite	<https://www.mindat.org/1:1:25640:1>
gcmin:vergasovaite	Vergasovaite	<https://www.mindat.org/1:1:7352:9>
gcmin:vermiculite	Vermiculite	<https://www.mindat.org/1:1:4170:2>
gcmin:vernadite	Vernadite	<https://www.mindat.org/1:1:4171:9>
gcmin:verneite	Verneite	<https://www.mindat.org/1:1:51591:5>
gcmin:verplanckite	Verplanckite	<https://www.mindat.org/1:1:4172:6>
gcmin:versiliaite	Versiliaite	<https://www.mindat.org/1:1:4173:3>
gcmin:vertumnite	Vertumnite	<https://www.mindat.org/1:1:4174:0>
gcmin:veselovskyite	Veselovskýite	<https://www.mindat.org/1:1:29007:0>
gcmin:vesuvianite	Vesuvianite	<https://www.mindat.org/1:1:4223:5>
<https://w3id.org/geochem/1.0/mingroup/32107>	Vesuvianite Group	<https://www.mindat.org/1:1:32107:9>
gcmin:veszelyite	Veszelyite	<https://www.mindat.org/1:1:4176:4>
gcmin:viaeneite	Viaeneite	<https://www.mindat.org/1:1:7353:6>
<https://w3id.org/geochem/1.0/mingroup/39509>	Vicanite Group	<https://www.mindat.org/1:1:39509:2>
gcmin:vicanite-ce	Vicanite-(Ce)	<https://www.mindat.org/1:1:7354:3>
gcmin:vielleaureite-ce	Vielleaureite-(Ce)	<https://www.mindat.org/1:1:470694:2>
gcmin:vigezzite	Vigezzite	<https://www.mindat.org/1:1:4177:1>
gcmin:vigrishinite	Vigrishinite	<https://www.mindat.org/1:1:42852:1>
gcmin:vihorlatite	Vihorlatite	<https://www.mindat.org/1:1:7356:7>
gcmin:viitaniemiite	Viitaniemiite	<https://www.mindat.org/1:1:4178:8>
gcmin:vikingite	Vikingite	<https://www.mindat.org/1:1:4179:5>
gcmin:villamaninite	Villamanínite	<https://www.mindat.org/1:1:4180:1>
gcmin:villiaumite	Villiaumite	<https://www.mindat.org/1:1:4181:8>
gcmin:villyaellenite	Villyaellenite	<https://www.mindat.org/1:1:4182:5>
gcmin:vimsite	Vimsite	<https://www.mindat.org/1:1:4183:2>
gcmin:vincentite	Vincentite	<https://www.mindat.org/1:1:4184:9>
gcmin:vinciennite	Vinciennite	<https://www.mindat.org/1:1:4185:6>
gcmin:vinogradovite	Vinogradovite	<https://www.mindat.org/1:1:4186:3>
gcmin:violarite	Violarite	<https://www.mindat.org/1:1:4187:0>
gcmin:virgilite	Virgilite	<https://www.mindat.org/1:1:4188:7>
gcmin:vishnevite	Vishnevite	<https://www.mindat.org/1:1:4190:0>
gcmin:vismirnovite	Vismirnovite	<https://www.mindat.org/1:1:4191:7>
gcmin:vistepite	Vistepite	<https://www.mindat.org/1:1:4192:4>
gcmin:vitimite	Vitimite	<https://www.mindat.org/1:1:25601:2>
gcmin:vittinkiite	Vittinkiite	<https://www.mindat.org/1:1:53835:0>
gcmin:vitusite-ce	Vitusite-(Ce)	<https://www.mindat.org/1:1:4193:1>
gcmin:vivianite	Vivianite	<https://www.mindat.org/1:1:4194:8>
<https://w3id.org/geochem/1.0/mingroup/29342>	Vivianite Group	<https://www.mindat.org/1:1:29342:0>
gcmin:vladimirite	Vladimirite	<https://www.mindat.org/1:1:4195:5>
gcmin:vladimirivanovite	Vladimirivanovite	<https://www.mindat.org/1:1:41155:8>
gcmin:vladkrivovichevite	Vladkrivovichevite	<https://www.mindat.org/1:1:42043:1>
gcmin:vladykinite	Vladykinite	<https://www.mindat.org/1:1:42242:0>
gcmin:vlasovite	Vlasovite	<https://www.mindat.org/1:1:4196:2>
gcmin:vlodavetsite	Vlodavetsite	<https://www.mindat.org/1:1:7357:4>
gcmin:vochtenite	Vochtenite	<https://www.mindat.org/1:1:4197:9>
gcmin:voggite	Voggite	<https://www.mindat.org/1:1:4198:6>
gcmin:voglite	Voglite	<https://www.mindat.org/1:1:4199:3>
gcmin:volaschioite	Volaschioite	<https://www.mindat.org/1:1:40051:6>
gcmin:volborthite	Volborthite	<https://www.mindat.org/1:1:4200:6>
<https://w3id.org/geochem/1.0/mingroup/46589>	Volborthite Group	<https://www.mindat.org/1:1:46589:6>
gcmin:volcanicglass	Volcanic glass	<https://www.mindat.org/1:1:8519:5>
gcmin:volkonskoite	Volkonskoite	<https://www.mindat.org/1:1:4201:3>
gcmin:volkovskite	Volkovskite	<https://www.mindat.org/1:1:4202:0>
gcmin:voloshinite	Voloshinite	<https://www.mindat.org/1:1:35831:0>
gcmin:voltaite	Voltaite	<https://www.mindat.org/1:1:4203:7>
<https://w3id.org/geochem/1.0/mingroup/39382>	Voltaite Group	<https://www.mindat.org/1:1:39382:7>
gcmin:volynskite	Volynskite	<https://www.mindat.org/1:1:4205:1>
gcmin:vonbezingite	Vonbezingite	<https://www.mindat.org/1:1:4206:8>
gcmin:vonsenite	Vonsenite	<https://www.mindat.org/1:1:4207:5>
gcmin:vorlanite	Vorlanite	<https://www.mindat.org/1:1:39569:4>
gcmin:voronkovite	Voronkovite	<https://www.mindat.org/1:1:32199:0>
gcmin:voudourisite	Voudourisite	<https://www.mindat.org/1:1:43255:1>
gcmin:vozhminite	Vozhminite	<https://www.mindat.org/1:1:4210:5>
gcmin:vrbaite	Vrbaite	<https://www.mindat.org/1:1:4211:2>
gcmin:vuagnatite	Vuagnatite	<https://www.mindat.org/1:1:4212:9>
gcmin:vulcanite	Vulcanite	<https://www.mindat.org/1:1:4213:6>
gcmin:vuonnemite	Vuonnemite	<https://www.mindat.org/1:1:4216:7>
gcmin:vuorelainenite	Vuorelainenite	<https://www.mindat.org/1:1:4217:4>
<https://w3id.org/geochem/1.0/mingroup/46928>	Vuoriyarvite Group	<https://www.mindat.org/1:1:46928:1>
gcmin:vuoriyarvite-k	Vuoriyarvite-K	<https://www.mindat.org/1:1:7359:8>
gcmin:vurroite	Vurroite	<https://www.mindat.org/1:1:27393:0>
gcmin:vyacheslavite	Vyacheslavite	<https://www.mindat.org/1:1:4218:1>
gcmin:vyalsovite	Vyalsovite	<https://www.mindat.org/1:1:4219:8>
gcmin:vysokyite	Vysokýite	<https://www.mindat.org/1:1:43595:6>
gcmin:vysotskite	Vysotskite	<https://www.mindat.org/1:1:4221:1>
gcmin:vyuntspakhkite-y	Vyuntspakhkite-(Y)	<https://www.mindat.org/1:1:4222:8>
<https://w3id.org/geochem/1.0/mingroup/52599>	Västmanlandite Group	<https://www.mindat.org/1:1:52599:4>
gcmin:vastmanlandite-ce	Västmanlandite-(Ce)	<https://www.mindat.org/1:1:26372:0>
gcmin:vayrynenite	Väyrynenite	<https://www.mindat.org/1:1:4220:4>
gcmin:vesignieite	Vésigniéite	<https://www.mindat.org/1:1:4175:7>
gcmin:wadalite	Wadalite	<https://www.mindat.org/1:1:4226:6>
<https://w3id.org/geochem/1.0/mingroup/46023>	Wadalite Group	<https://www.mindat.org/1:1:46023:5>
gcmin:wadeite	Wadeite	<https://www.mindat.org/1:1:4227:3>
gcmin:wadsleyite	Wadsleyite	<https://www.mindat.org/1:1:4228:0>
gcmin:wagnerite	Wagnerite	<https://www.mindat.org/1:1:4229:7>
<https://w3id.org/geochem/1.0/mingroup/39769>	Wagnerite Group	<https://www.mindat.org/1:1:39769:2>
gcmin:waimirite-y	Waimirite-(Y)	<https://www.mindat.org/1:1:46049:3>
gcmin:wairakite	Wairakite	<https://www.mindat.org/1:1:4230:3>
gcmin:wairauite	Wairauite	<https://www.mindat.org/1:1:4231:0>
gcmin:wakabayashilite	Wakabayashilite	<https://www.mindat.org/1:1:4232:7>
gcmin:wakefieldite-ce	Wakefieldite-(Ce)	<https://www.mindat.org/1:1:4233:4>
gcmin:wakefieldite-la	Wakefieldite-(La)	<https://www.mindat.org/1:1:35901:8>
gcmin:wakefieldite-nd	Wakefieldite-(Nd)	<https://www.mindat.org/1:1:38894:0>
gcmin:wakefieldite-y	Wakefieldite-(Y)	<https://www.mindat.org/1:1:4234:1>
gcmin:walentaite	Walentaite	<https://www.mindat.org/1:1:4235:8>
<https://w3id.org/geochem/1.0/mingroup/54371>	Walentaite Group	<https://www.mindat.org/1:1:54371:4>
<https://w3id.org/geochem/1.0/mingroup/54372>	Walentaite Subgroup	<https://www.mindat.org/1:1:54372:3>
gcmin:walfordite	Walfordite	<https://www.mindat.org/1:1:7360:4>
gcmin:walkerite	Walkerite	<https://www.mindat.org/1:1:29154:7>
gcmin:wallisite	Wallisite	<https://www.mindat.org/1:1:4236:5>
gcmin:wallkilldellite	Wallkilldellite	<https://www.mindat.org/1:1:4237:2>
gcmin:wallkilldellite-fe	Wallkilldellite-(Fe)	<https://www.mindat.org/1:1:7361:1>
gcmin:walpurgite	Walpurgite	<https://www.mindat.org/1:1:4238:9>
<https://w3id.org/geochem/1.0/mingroup/40186>	Walpurgite Group	<https://www.mindat.org/1:1:40186:1>
gcmin:walstromite	Walstromite	<https://www.mindat.org/1:1:4239:6>
gcmin:walthierite	Walthierite	<https://www.mindat.org/1:1:4240:2>
gcmin:wangdaodeite	Wangdaodeite	<https://www.mindat.org/1:1:47800:3>
gcmin:wardite	Wardite	<https://www.mindat.org/1:1:4242:6>
<https://w3id.org/geochem/1.0/mingroup/39676>	Wardite Group	<https://www.mindat.org/1:1:39676:3>
gcmin:wardsmithite	Wardsmithite	<https://www.mindat.org/1:1:4243:3>
gcmin:warikahnite	Warikahnite	<https://www.mindat.org/1:1:4244:0>
gcmin:warkite	Warkite	<https://www.mindat.org/1:1:46079:4>
gcmin:warwickite	Warwickite	<https://www.mindat.org/1:1:4245:7>
<https://w3id.org/geochem/1.0/mingroup/41587>	Warwickite Group	<https://www.mindat.org/1:1:41587:3>
gcmin:watanabeite	Watanabeite	<https://www.mindat.org/1:1:4246:4>
gcmin:watatsumiite	Watatsumiite	<https://www.mindat.org/1:1:11461:9>
