"locality","count"
"Location ID: LAW; Site: 14; Hole: A","1"
"Location ID: LAW; Site: 15; Hole: A","1"
"Location ID: LAW; Site: 16; Hole: A","1"
"Location ID: LAW; Site: 17; Hole: A","1"
"Location ID: LAW; Site: 18; Hole: A","1"
"Location ID: LAW; Site: 19; Hole: A","1"
"Location ID: LAW; Site: 2; Hole: A","3"
"Location ID: LAW; Site: 2; Hole: B","1"
"Location ID: LAW; Site: 20; Hole: A","1"
"Location ID: LAW; Site: 21; Hole: A","1"
"Location ID: LAW; Site: 22; Hole: A","1"
"Location ID: LAW; Site: 23; Hole: A","1"
"Location ID: LAW; Site: 3; Hole: A","1"
"Location ID: LAW; Site: 4; Hole: A","1"
"Location ID: LAW; Site: 5; Hole: A","1"
"Location ID: LAW; Site: 5; Hole: B","1"
"Location ID: LAW; Site: 5; Hole: C","1"
"Location ID: LAW; Site: 6; Hole: A","1"
"Location ID: LAW; Site: 7; Hole: A","1"
"Location ID: LAW; Site: 8; Hole: A","1"
"Location ID: LAW; Site: 8; Hole: B","1"
"Location ID: LAW; Site: 9; Hole: A","1"
"Location ID: LB; Site: 1; Hole: A","1"
"Location ID: LB; Site: 1; Hole: B","1"
"Location ID: LBIR; Site: 1; Hole: A","2"
"Location ID: LBIR; Site: 1; Hole: B","1"
"Location ID: LBLB; Site: 1; Hole: A","1"
"Location ID: LBLB; Site: 2; Hole: A","1"
"Location ID: LBLB; Site: 3; Hole: A","1"
"Location ID: LBP; Site: 1; Hole: A","1"
"Location ID: LBP; Site: 1; Hole: C","1"
"Location ID: LBV; Site: 10; Hole: A","1"
"Location ID: LBV; Site: 5; Hole: A","1"
"Location ID: LBV; Site: 8; Hole: A","1"
"Location ID: LBY; Site: 1; Hole: A","2"
"Location ID: LBY; Site: 1; Hole: B","1"
"Location ID: LBY; Site: 1; Hole: C","1"
"Location ID: LBY; Site: 2; Hole: A","1"
"Location ID: LC; Site: 1; Hole: A","1"
"Location ID: LC; Site: 2; Hole: A","1"
"Location ID: LC; Site: 3; Hole: A","1"
"Location ID: LC; Site: 4; Hole: A","1"
"Location ID: LC; Site: 5; Hole: A","1"
"Location ID: LCL; Site: 1; Hole: A","1"
"Location ID: LCL; Site: 1; Hole: B","1"
"Location ID: LCL; Site: 1; Hole: C","1"
"Location ID: LCL; Site: 1; Hole: D","1"
"Location ID: LCY; Site: 1; Hole: B","1"
"Location ID: LCY; Site: 1; Hole: C","1"
"Location ID: LCY; Site: 2; Hole: A","1"
"Location ID: LCY; Site: 3; Hole: B","1"
"Location ID: LDG; Site: 1; Hole: A","1"
"Location ID: LDG; Site: 1; Hole: B","1"
"Location ID: LE; Site: 1; Hole: A","1"
"Location ID: LE10; Site: 1; Hole: A","1"
"Location ID: LE11; Site: 1; Hole: A","1"
"Location ID: LE11; Site: 2; Hole: A","1"
"Location ID: LE12; Site: 1; Hole: A","1"
"Location ID: LE12; Site: 2; Hole: A","1"
"Location ID: LE13; Site: 1; Hole: A","1"
"Location ID: LE13; Site: 2; Hole: A","1"
"Location ID: LE14; Site: 1; Hole: A","1"
"Location ID: LE2; Site: 1; Hole: A","1"
"Location ID: LE2; Site: 2; Hole: A","1"
"Location ID: LE3; Site: 1; Hole: A","1"
"Location ID: LE3; Site: 2; Hole: A","1"
"Location ID: LE4; Site: 1; Hole: A","1"
"Location ID: LE8; Site: 1; Hole: A","1"
"Location ID: LEE; Site: 1; Hole: A","1"
"Location ID: LEECH; Site: 1; Hole: A","2"
"Location ID: LEECH; Site: 1; Hole: B","1"
"Location ID: LEECH; Site: 2; Hole: A","1"
"Location ID: LEECH; Site: 2; Hole: B","1"
"Location ID: LEG; Site: 1; Hole: A","1"
"Location ID: LEG; Site: 1; Hole: B","1"
"Location ID: LEG; Site: 2; Hole: A","1"
"Location ID: LEG; Site: 2; Hole: B","1"
"Location ID: LEG; Site: 3; Hole: A","1"
"Location ID: LEG; Site: 3; Hole: B","1"
"Location ID: LEG; Site: 4; Hole: A","1"
"Location ID: LEG; Site: 4; Hole: B","1"
"Location ID: LEMON; Site: 1; Hole: A","1"
"Location ID: LENCA; Site: 1; Hole: A","1"
"Location ID: LENCA; Site: 2; Hole: A","1"
"Location ID: LESP; Site: 1; Hole: D","1"
"Location ID: LFLAT; Site: 1; Hole: A","1"
"Location ID: LFM; Site: 1; Hole: A","1"
"Location ID: LG; Site: 1; Hole: A","1"
"Location ID: LG; Site: 1; Hole: B","1"
"Location ID: LGAR; Site: 1; Hole: A","1"
"Location ID: LGB; Site: 1; Hole: A","1"
"Location ID: LGB; Site: 3; Hole: A","1"
"Location ID: LGCA; Site: 1; Hole: A","1"
"Location ID: LGDN; Site: 1; Hole: A","1"
"Location ID: LGI; Site: 1; Hole: A","2"
"Location ID: LGI; Site: 10; Hole: A","1"
"Location ID: LGI; Site: 11; Hole: A","1"
"Location ID: LGI; Site: 12; Hole: A","1"
"Location ID: LGI; Site: 13; Hole: A","1"
"Location ID: LGI; Site: 15; Hole: A","1"
"Location ID: LGI; Site: 16; Hole: A","1"
"Location ID: LGI; Site: 17; Hole: A","1"
"Location ID: LGI; Site: 18; Hole: A","1"
"Location ID: LGI; Site: 19; Hole: A","1"
"Location ID: LGI; Site: 2; Hole: A","2"
"Location ID: LGI; Site: 20; Hole: A","1"
"Location ID: LGI; Site: 3; Hole: A","1"
"Location ID: LGI; Site: 4; Hole: A","1"
"Location ID: LGI; Site: 5; Hole: A","1"
"Location ID: LGI; Site: 6; Hole: A","1"
"Location ID: LGI; Site: 6; Hole: B","1"
"Location ID: LGI; Site: 6; Hole: C","1"
"Location ID: LGI; Site: 7; Hole: A","1"
"Location ID: LGI; Site: 8; Hole: A","1"
"Location ID: LGI; Site: 9; Hole: A","1"
"Location ID: LGMN; Site: 1; Hole: A","2"
"Location ID: LGMN; Site: 2; Hole: A","1"
"Location ID: LGMN; Site: 2; Hole: B","1"
"Location ID: LGR; Site: 1; Hole: A","1"
"Location ID: LGRIN; Site: 1; Hole: A","1"
"Location ID: LGRIN; Site: 1; Hole: B","1"
"Location ID: LGRIN; Site: 1; Hole: C","1"
"Location ID: LGRIN; Site: 1; Hole: D","1"
"Location ID: LH; Site: 1; Hole: A","1"
"Location ID: LH; Site: 1; Hole: B","1"
"Location ID: LHN; Site: 1; Hole: A","1"
"Location ID: LHSL; Site: 1; Hole: A","1"
"Location ID: LIL; Site: 1; Hole: A","1"
"Location ID: LIL; Site: 1; Hole: B","1"
"Location ID: LIL; Site: 2; Hole: A","1"
"Location ID: LIL; Site: 3; Hole: A","1"
"Location ID: LILLA; Site: 1; Hole: D","1"
"Location ID: LILLA; Site: 1; Hole: F","1"
"Location ID: LILNW; Site: 1; Hole: A","1"
"Location ID: LILNW; Site: 1; Hole: B","1"
"Location ID: LILW; Site: 1; Hole: A","2"
"Location ID: LILW; Site: 1; Hole: B","1"
"Location ID: LILY; Site: 1; Hole: A","2"
"Location ID: LILY; Site: 1; Hole: B","1"
"Location ID: LILYC; Site: 1; Hole: A","1"
"Location ID: LILYC; Site: 1; Hole: B","1"
"Location ID: LILYC; Site: 2; Hole: A","1"
"Location ID: LILYC; Site: 3; Hole: A","1"
"Location ID: LILYC; Site: 3; Hole: B","1"
"Location ID: LILYC; Site: 4; Hole: A","1"
"Location ID: LILYC; Site: 4; Hole: B","1"
"Location ID: LILYC; Site: 5; Hole: A","1"
"Location ID: LILYW; Site: 1; Hole: A","1"
"Location ID: LIRI; Site: 1; Hole: A","1"
"Location ID: LK; Site: 21; Hole: A","1"
"Location ID: LK; Site: 22; Hole: A","1"
"Location ID: LK; Site: 23; Hole: A","1"
"Location ID: LK; Site: 26; Hole: A","1"
"Location ID: LK; Site: 27; Hole: A","1"
"Location ID: LK; Site: 54; Hole: A","1"
"Location ID: LK01; Site: 1; Hole: A","1"
"Location ID: LK01; Site: 1; Hole: B","1"
"Location ID: LK132; Site: 1; Hole: A","1"
"Location ID: LK30; Site: 1; Hole: A","1"
"Location ID: LK30; Site: 1; Hole: B","1"
"Location ID: LKP; Site: 1; Hole: A","1"
"Location ID: LKP; Site: 2; Hole: A","1"
"Location ID: LL; Site: 1; Hole: A","1"
"Location ID: LL; Site: 2; Hole: A","1"
"Location ID: LL2; Site: 1; Hole: A","1"
"Location ID: LLB; Site: 1; Hole: A","1"
"Location ID: LLB; Site: 2; Hole: A","1"
"Location ID: LLGD; Site: 1; Hole: A","1"
"Location ID: LLS; Site: 1; Hole: A","2"
"Location ID: LLS; Site: 1; Hole: B","1"
"Location ID: LLY; Site: 1; Hole: A","2"
"Location ID: LLY; Site: 1; Hole: B","2"
"Location ID: LLY; Site: 1; Hole: C","1"
"Location ID: LLY; Site: 1; Hole: D","1"
"Location ID: LM; Site: 1; Hole: A","1"
"Location ID: LM; Site: 2; Hole: A","1"
"Location ID: LMEH; Site: 1; Hole: A","1"
"Location ID: LMEH; Site: 1; Hole: B","1"
"Location ID: LMEH; Site: 2; Hole: A","1"
"Location ID: LMEH; Site: 2; Hole: B","1"
"Location ID: LMEH; Site: 2; Hole: C","1"
"Location ID: LMEH; Site: 2; Hole: D","1"
"Location ID: LMEH; Site: 2; Hole: E","1"
"Location ID: LMEH; Site: 2; Hole: F","1"
"Location ID: LML; Site: 1; Hole: A","1"
"Location ID: LMO; Site: 1; Hole: A","2"
"Location ID: LMO; Site: 2; Hole: A","1"
"Location ID: LMO; Site: 2; Hole: B","1"
"Location ID: LMO; Site: 3; Hole: A","1"
"Location ID: LMO; Site: 3; Hole: B","1"
"Location ID: LMO; Site: 4; Hole: A","1"
"Location ID: LMO; Site: 4; Hole: B","1"
"Location ID: LMO; Site: 5; Hole: A","1"
"Location ID: LMO; Site: 5; Hole: B","1"
"Location ID: LMO; Site: 6; Hole: A","1"
"Location ID: LMS; Site: 21; Hole: A","1"
"Location ID: LMS; Site: 31; Hole: A","1"
"Location ID: LMS; Site: 41; Hole: A","1"
"Location ID: LMS; Site: 51; Hole: A","1"
"Location ID: LMS; Site: 51; Hole: B","1"
"Location ID: LMS; Site: 61; Hole: A","1"
"Location ID: LN; Site: 1; Hole: B","1"
"Location ID: LN; Site: 2; Hole: D","1"
"Location ID: LNF; Site: 1; Hole: A","1"
"Location ID: LNF; Site: 2; Hole: A","1"
"Location ID: LNG; Site: 1; Hole: A","2"
"Location ID: LNG; Site: 1; Hole: B","1"
"Location ID: LNL; Site: 1; Hole: A","1"
"Location ID: LNL; Site: 2; Hole: A","1"
"Location ID: LNVT; Site: 1; Hole: A","2"
"Location ID: LNVT; Site: 1; Hole: B","1"
"Location ID: LOG; Site: 2; Hole: A","1"
"Location ID: LOG; Site: 3; Hole: A","1"
"Location ID: LOH; Site: 1; Hole: A","1"
"Location ID: LOH; Site: 1; Hole: B","1"
"Location ID: LOH; Site: 1; Hole: C","1"
"Location ID: LOH; Site: 2; Hole: A","1"
"Location ID: LOH; Site: 2; Hole: B","1"
"Location ID: LOH; Site: 2; Hole: C","1"
"Location ID: LOH; Site: 3; Hole: A","1"
"Location ID: LOH; Site: 3; Hole: B","1"
"Location ID: LOM; Site: 1; Hole: A","1"
"Location ID: LOM; Site: 2; Hole: A","1"
"Location ID: LON; Site: 1; Hole: A","1"
"Location ID: LON; Site: 1; Hole: C","1"
"Location ID: LON; Site: 1; Hole: D","1"
"Location ID: LONE; Site: 1; Hole: A","2"
"Location ID: LOP; Site: 1; Hole: A","1"
"Location ID: LOP; Site: 2; Hole: A","1"
"Location ID: LOP; Site: 3; Hole: A","1"
"Location ID: LOP; Site: 4; Hole: A","1"
"Location ID: LOPR; Site: 1; Hole: A","1"
"Location ID: LOPR; Site: 2; Hole: A","1"
"Location ID: LOST; Site: 1; Hole: A","1"
"Location ID: LOT; Site: 1; Hole: A","1"
"Location ID: LOT; Site: 1; Hole: B","1"
"Location ID: LOTC; Site: 1; Hole: A","1"
"Location ID: LOTC; Site: 1; Hole: B","1"
"Location ID: LOTC; Site: 1; Hole: C","1"
"Location ID: LOTC; Site: 1; Hole: D","1"
"Location ID: LOTC; Site: 2; Hole: A","1"
"Location ID: LOU; Site: 1; Hole: A","1"
"Location ID: LOUA; Site: 1; Hole: A","1"
"Location ID: LOUE; Site: 1; Hole: A","1"
"Location ID: LP; Site: 1; Hole: A","1"
"Location ID: LP; Site: 2; Hole: A","1"
"Location ID: LP; Site: 2; Hole: B","1"
"Location ID: LP; Site: 3; Hole: A","1"
"Location ID: LP; Site: 4; Hole: A","1"
"Location ID: LP; Site: 5; Hole: A","1"
"Location ID: LP; Site: 6; Hole: A","1"
"Location ID: LPAH; Site: 1; Hole: A","4"
"Location ID: LPAH; Site: 1; Hole: B","3"
"Location ID: LPAH; Site: 1; Hole: C","1"
"Location ID: LPAH; Site: 2; Hole: A","1"
"Location ID: LPAH; Site: 2; Hole: B","1"
"Location ID: LPAH; Site: 2; Hole: C","1"
"Location ID: LPAN; Site: 1; Hole: A","1"
"Location ID: LPLY; Site: 1; Hole: A","1"
"Location ID: LPN; Site: 1; Hole: A","1"
"Location ID: LPN; Site: 2; Hole: A","1"
"Location ID: LPN; Site: 3; Hole: A","1"
"Location ID: LPSCR; Site: 1; Hole: A","1"
"Location ID: LPSCR; Site: 1; Hole: B","1"
"Location ID: LPSCR; Site: 2; Hole: A","1"
"Location ID: LPSCR; Site: 2; Hole: B","1"
"Location ID: LPSCR; Site: 3; Hole: A","1"
"Location ID: LPSCR; Site: 3; Hole: B","1"
"Location ID: LR; Site: 1; Hole: A","1"
"Location ID: LRED; Site: 1; Hole: A","1"
"Location ID: LRED; Site: 2; Hole: A","1"
"Location ID: LRED; Site: 3; Hole: A","1"
"Location ID: LRED; Site: 3; Hole: B","1"
"Location ID: LRM; Site: 1; Hole: A","1"
"Location ID: LRM; Site: 10; Hole: B","1"
"Location ID: LRM; Site: 11; Hole: A","1"
"Location ID: LRM; Site: 11; Hole: B","1"
"Location ID: LRM; Site: 12; Hole: A","1"
"Location ID: LRM; Site: 13; Hole: A","1"
"Location ID: LRM; Site: 13; Hole: B","1"
"Location ID: LRM; Site: 14; Hole: A","1"
"Location ID: LRM; Site: 15; Hole: A","1"
"Location ID: LRM; Site: 16; Hole: A","1"
"Location ID: LRM; Site: 17; Hole: A","1"
"Location ID: LRM; Site: 18; Hole: A","1"
"Location ID: LRM; Site: 19; Hole: A","1"
"Location ID: LRM; Site: 2; Hole: A","1"
"Location ID: LRM; Site: 20; Hole: A","1"
"Location ID: LRM; Site: 20; Hole: B","1"
"Location ID: LRM; Site: 21; Hole: A","1"
"Location ID: LRM; Site: 22; Hole: A","1"
"Location ID: LRM; Site: 23; Hole: A","1"
"Location ID: LRM; Site: 24; Hole: A","1"
"Location ID: LRM; Site: 25; Hole: A","1"
"Location ID: LRM; Site: 26; Hole: B","1"
"Location ID: LRM; Site: 27; Hole: A","1"
"Location ID: LRM; Site: 28; Hole: A","1"
"Location ID: LRM; Site: 28; Hole: B","1"
"Location ID: LRM; Site: 3; Hole: A","1"
"Location ID: LRM; Site: 4; Hole: A","1"
"Location ID: LRM; Site: 5; Hole: A","1"
"Location ID: LRM; Site: 6; Hole: A","1"
"Location ID: LRM; Site: 7; Hole: A","1"
"Location ID: LRM; Site: 8; Hole: A","1"
"Location ID: LRM; Site: 9; Hole: A","1"
"Location ID: LRND; Site: 1; Hole: A","1"
"Location ID: LRTY; Site: 1; Hole: A","1"
"Location ID: LRTY; Site: 1; Hole: B","1"
"Location ID: LRV; Site: 1; Hole: A","1"
"Location ID: LRV; Site: 1; Hole: B","1"
"Location ID: LS; Site: 3; Hole: A","1"
"Location ID: LS; Site: 4; Hole: A","1"
"Location ID: LSC; Site: 1; Hole: A","2"
"Location ID: LSC; Site: 1; Hole: B","1"
"Location ID: LSC; Site: 1; Hole: C","1"
"Location ID: LSC; Site: 2; Hole: A","1"
"Location ID: LSC; Site: 2; Hole: B","1"
"Location ID: LSC; Site: 2; Hole: C","1"
"Location ID: LSC; Site: 3; Hole: A","1"
"Location ID: LSC; Site: 3; Hole: B","1"
"Location ID: LSC; Site: 3; Hole: C","1"
"Location ID: LSC; Site: 4; Hole: A","1"
"Location ID: LSC; Site: 4; Hole: B","1"
"Location ID: LSC; Site: 4; Hole: C","1"
"Location ID: LSC; Site: 5; Hole: A","1"
"Location ID: LSC; Site: 5; Hole: B","1"
"Location ID: LSC; Site: 5; Hole: C","1"
"Location ID: LSC; Site: 6; Hole: A","1"
"Location ID: LSC; Site: 6; Hole: B","1"
"Location ID: LSC; Site: 6; Hole: C","2"
"Location ID: LSC; Site: 6; Hole: D","1"
"Location ID: LSC; Site: 7; Hole: A","1"
"Location ID: LSC; Site: 7; Hole: B","2"
"Location ID: LSC; Site: 7; Hole: C","2"
"Location ID: LSC; Site: 8; Hole: A","1"
"Location ID: LSC; Site: 8; Hole: B","1"
"Location ID: LSC; Site: 8; Hole: C","2"
"Location ID: LSC; Site: 8; Hole: D","1"
"Location ID: LSHNG; Site: 1; Hole: A","1"
"Location ID: LSIS; Site: 1; Hole: A","1"
"Location ID: LSLP; Site: 1; Hole: A","2"
"Location ID: LSM; Site: 1; Hole: A","1"
"Location ID: LSM; Site: 1; Hole: B","1"
"Location ID: LSO; Site: 2; Hole: A","1"
"Location ID: LSO; Site: 2; Hole: B","1"
"Location ID: LSO; Site: 2; Hole: C","1"
"Location ID: LSO; Site: 2; Hole: D","1"
"Location ID: LSO; Site: 2; Hole: F","1"
"Location ID: LSO; Site: 2; Hole: G","1"
"Location ID: LSO; Site: 3; Hole: A","1"
"Location ID: LSO; Site: 4; Hole: B","1"
"Location ID: LSO; Site: 4; Hole: C","1"
"Location ID: LSO; Site: 4; Hole: D","1"
"Location ID: LSO; Site: 4; Hole: E","1"
"Location ID: LSO; Site: 4; Hole: F","1"
"Location ID: LSP; Site: 11; Hole: A","1"
"Location ID: LSP; Site: 12; Hole: A","1"
"Location ID: LSP; Site: 21; Hole: A","1"
"Location ID: LSP; Site: 31; Hole: A","1"
"Location ID: LSP; Site: 32; Hole: A","1"
"Location ID: LSP; Site: 33; Hole: A","1"
"Location ID: LSP; Site: 34; Hole: A","1"
"Location ID: LSR; Site: 1; Hole: A","1"
"Location ID: LSRM; Site: 1; Hole: A","1"
"Location ID: LSRM; Site: 1; Hole: B","1"
"Location ID: LSRM; Site: 1; Hole: C","1"
"Location ID: LSRM; Site: 2; Hole: A","1"
"Location ID: LST; Site: 1; Hole: A","1"
"Location ID: LSUCK; Site: 1; Hole: A","1"
"Location ID: LT; Site: 1; Hole: A","2"
"Location ID: LT; Site: 1; Hole: B","2"
"Location ID: LT; Site: 2; Hole: A","2"
"Location ID: LT; Site: 2; Hole: B","1"
"Location ID: LT; Site: 2; Hole: C","1"
"Location ID: LT; Site: 2; Hole: D","1"
"Location ID: LT; Site: 3; Hole: A","1"
"Location ID: LT; Site: 3; Hole: B","1"
"Location ID: LTCK; Site: 2; Hole: A","1"
"Location ID: LTCK; Site: 3; Hole: A","2"
"Location ID: LTH; Site: 1; Hole: A","1"
"Location ID: LTH; Site: 1; Hole: B","1"
"Location ID: LTH; Site: 1; Hole: C","1"
"Location ID: LTM; Site: 1; Hole: A","1"
"Location ID: LTR; Site: 1; Hole: A","1"
"Location ID: LTRD; Site: 1; Hole: A","2"
"Location ID: LTUS; Site: 1; Hole: A","1"
"Location ID: LTUS; Site: 2; Hole: A","1"
"Location ID: LTW; Site: 1; Hole: A","1"
"Location ID: LTW; Site: 2; Hole: A","1"
"Location ID: LUG; Site: 1; Hole: A","2"
"Location ID: LUN; Site: 2; Hole: A","1"
"Location ID: LUN; Site: 2; Hole: B","1"
"Location ID: LUN; Site: 2; Hole: C","1"
"Location ID: LURA; Site: 1; Hole: A","1"
"Location ID: LURA; Site: 2; Hole: A","1"
"Location ID: LURA; Site: 3; Hole: A","1"
"Location ID: LUTA; Site: 1; Hole: D","1"
"Location ID: LUTA; Site: 2; Hole: A","1"
"Location ID: LUTS; Site: 1; Hole: A","1"
"Location ID: LUV; Site: 1; Hole: A","1"
"Location ID: LUV; Site: 2; Hole: A","1"
"Location ID: LV; Site: 1; Hole: A","2"
"Location ID: LV; Site: 1; Hole: B","1"
"Location ID: LV; Site: 2; Hole: A","2"
"Location ID: LV; Site: 3; Hole: A","2"
"Location ID: LV; Site: 5; Hole: A","1"
"Location ID: LV; Site: 6; Hole: A","2"
"Location ID: LV; Site: 7; Hole: A","2"
"Location ID: LV; Site: 8; Hole: A","1"
"Location ID: LVE; Site: 1; Hole: A","1"
"Location ID: LVID; Site: 1; Hole: A","1"
"Location ID: LW; Site: 1; Hole: A","1"
"Location ID: LW; Site: 1; Hole: B","1"
"Location ID: LW; Site: 2; Hole: A","1"
"Location ID: LW; Site: 3; Hole: A","1"
"Location ID: LW; Site: 4; Hole: A","1"
"Location ID: LW; Site: 5; Hole: A","1"
"Location ID: LW; Site: 6; Hole: A","1"
"Location ID: LWIL; Site: 1; Hole: A","1"
"Location ID: LWL; Site: 1; Hole: A","1"
"Location ID: LWP; Site: 1; Hole: A","1"
"Location ID: LYL; Site: 1; Hole: A","1"
"Location ID: LYL; Site: 1; Hole: B","1"
"Location ID: LYM; Site: 1; Hole: A","1"
"Location ID: LYM; Site: 2; Hole: A","1"
"Location ID: LYM; Site: 3; Hole: A","1"
"Location ID: LYM; Site: 4; Hole: A","1"
"Location ID: LYM; Site: 5; Hole: A","1"
"Location ID: LZ; Site: 1; Hole: A","1"
"Location ID: LZ; Site: 2; Hole: A","1"
"Location ID: LZRD; Site: 1; Hole: A","1"
"Location ID: MA; Site: 8; Hole: A","1"
"Location ID: MAC; Site: 1; Hole: A","1"
"Location ID: MAC; Site: 1; Hole: B","1"
"Location ID: MAC; Site: 1; Hole: C","1"
"Location ID: MACK; Site: 1; Hole: A","1"
"Location ID: MACK; Site: 1; Hole: B","1"
"Location ID: MAD; Site: 1; Hole: A","2"
"Location ID: MAD; Site: 1; Hole: B","2"
"Location ID: MAD; Site: 1; Hole: C","1"
"Location ID: MAG; Site: 1; Hole: A","1"
"Location ID: MAG; Site: 1; Hole: B","1"
"Location ID: MAG; Site: 1; Hole: C","1"
"Location ID: MAG; Site: 2; Hole: A","1"
"Location ID: MAH; Site: 1; Hole: A","2"
"Location ID: MAH; Site: 1; Hole: B","1"
"Location ID: MAH; Site: 1; Hole: C","1"
"Location ID: MAH; Site: 1; Hole: D","1"
"Location ID: MAH; Site: 1; Hole: E","1"
"Location ID: MAH; Site: 1; Hole: F","1"
"Location ID: MAH; Site: 1; Hole: G","1"
"Location ID: MAH; Site: 1; Hole: H","1"
"Location ID: MAKA; Site: 1; Hole: A","1"
"Location ID: MAKA; Site: 3; Hole: A","1"
"Location ID: MAL; Site: 1; Hole: A","5"
"Location ID: MAL; Site: 1; Hole: B","2"
"Location ID: MAL; Site: 1; Hole: C","1"
"Location ID: MAL; Site: 1; Hole: D","1"
"Location ID: MAL; Site: 10; Hole: A","3"
"Location ID: MAL; Site: 10; Hole: B","1"
"Location ID: MAL; Site: 10; Hole: C","1"
"Location ID: MAL; Site: 10; Hole: D","1"
"Location ID: MAL; Site: 11; Hole: A","4"
"Location ID: MAL; Site: 11; Hole: B","2"
"Location ID: MAL; Site: 11; Hole: C","1"
"Location ID: MAL; Site: 11; Hole: D","1"
"Location ID: MAL; Site: 12; Hole: A","3"
"Location ID: MAL; Site: 12; Hole: B","2"
"Location ID: MAL; Site: 12; Hole: C","1"
"Location ID: MAL; Site: 13; Hole: A","3"
"Location ID: MAL; Site: 13; Hole: B","1"
"Location ID: MAL; Site: 14; Hole: A","2"
"Location ID: MAL; Site: 14; Hole: B","1"
"Location ID: MAL; Site: 15; Hole: A","3"
"Location ID: MAL; Site: 15; Hole: B","1"
"Location ID: MAL; Site: 16; Hole: A","1"
"Location ID: MAL; Site: 17; Hole: A","2"
"Location ID: MAL; Site: 17; Hole: B","1"
"Location ID: MAL; Site: 18; Hole: A","2"
"Location ID: MAL; Site: 18; Hole: B","1"
"Location ID: MAL; Site: 19; Hole: A","2"
"Location ID: MAL; Site: 2; Hole: A","4"
"Location ID: MAL; Site: 2; Hole: B","3"
"Location ID: MAL; Site: 2; Hole: C","1"
"Location ID: MAL; Site: 20; Hole: A","2"
"Location ID: MAL; Site: 20; Hole: B","1"
"Location ID: MAL; Site: 21; Hole: A","2"
"Location ID: MAL; Site: 21; Hole: B","1"
"Location ID: MAL; Site: 22; Hole: A","2"
"Location ID: MAL; Site: 22; Hole: B","1"
"Location ID: MAL; Site: 23; Hole: A","2"
"Location ID: MAL; Site: 23; Hole: B","1"
"Location ID: MAL; Site: 24; Hole: A","1"
"Location ID: MAL; Site: 25; Hole: A","1"
"Location ID: MAL; Site: 25; Hole: B","1"
"Location ID: MAL; Site: 26; Hole: A","1"
"Location ID: MAL; Site: 26; Hole: B","1"
"Location ID: MAL; Site: 27; Hole: A","1"
"Location ID: MAL; Site: 28; Hole: A","1"
"Location ID: MAL; Site: 28; Hole: B","1"
"Location ID: MAL; Site: 29; Hole: A","1"
"Location ID: MAL; Site: 3; Hole: A","5"
"Location ID: MAL; Site: 3; Hole: B","1"
"Location ID: MAL; Site: 30; Hole: A","1"
"Location ID: MAL; Site: 31; Hole: A","1"
"Location ID: MAL; Site: 32; Hole: A","1"
"Location ID: MAL; Site: 32; Hole: B","1"
"Location ID: MAL; Site: 33; Hole: A","1"
"Location ID: MAL; Site: 33; Hole: B","1"
"Location ID: MAL; Site: 4; Hole: A","6"
"Location ID: MAL; Site: 4; Hole: B","3"
"Location ID: MAL; Site: 5; Hole: A","6"
"Location ID: MAL; Site: 5; Hole: B","3"
"Location ID: MAL; Site: 6; Hole: A","5"
"Location ID: MAL; Site: 6; Hole: B","2"
"Location ID: MAL; Site: 7; Hole: A","3"
"Location ID: MAL; Site: 7; Hole: B","1"
"Location ID: MAL; Site: 7; Hole: C","1"
"Location ID: MAL; Site: 8; Hole: A","5"
"Location ID: MAL; Site: 8; Hole: B","3"
"Location ID: MAL; Site: 9; Hole: A","4"
"Location ID: MAL; Site: 9; Hole: B","1"
"Location ID: MAL; Site: 9; Hole: C","1"
"Location ID: MAL; Site: 9; Hole: D","1"
"Location ID: MAN; Site: 1; Hole: A","1"
"Location ID: MAN; Site: 1; Hole: B","1"
"Location ID: MAN; Site: 2; Hole: A","2"
"Location ID: MAN; Site: 3; Hole: A","1"
"Location ID: MAN; Site: 5; Hole: A","1"
"Location ID: MANC; Site: 1; Hole: A","1"
