"primary_location_name","count"
"Elise Mine","1"
"Elixir Mine","1"
"Eliza Mine","1"
"Elizabeth Friedberg Mine","1"
"Elizabeth mine","1"
"Elizabeth Mine","6"
"Elizabeth Mine, 510 Ft. Level","1"
"Elizabeth Mine, Harpers Drift","2"
"Elizabeth Mine, South End Of 300 Ft Level","1"
"Elizabeth R mine","3"
"Elizabeth; Mt. Hope","1"
"Elizabethtown District","3"
"Elk Basin","1"
"Elk Creek","2"
"Elk Creek Deposit","1"
"Elk Creek Mine No. 1","1"
"Elk Horn Mine","1"
"Elk Knob","23"
"Elk Knob Mine","1"
"Elk Lake","19"
"Elk Mine","6"
"Elk Mine, First Level","1"
"Elk Mountain","2"
"Elk Mountain and Sugarloaf Peak","1"
"Elkhorn","70"
"Elkhorn Corundum Mine, 1.5 Mi E Of","1"
"Elkhorn Dist","1"
"Elkhorn Lake","2"
"Elkhorn Mine","23"
"Elkhorn Mts Volcanics","23"
"Elkhorn Ridge","1"
"Elkhorn Slough","7"
"Elko Mineral Soap Company","2"
"Elkton Mine","9"
"Ella (Mine?) Dump","1"
"Ella Mine","2"
"Ellamar Mine","4"
"Ellen Lake","2"
"Ellendale","20"
"Ellendale 11 Diatreme","4"
"Ellendale 4 Diatreme","19"
"Ellendale 9 Diatreme","1"
"Ellendale Lamproite Field","20"
"Ellensburg Sandstone","3"
"Ellenville Lead mine","1"
"Ellesmere Island","8"
"Ellesmerian clastic wedge","4"
"Ellice Basin","386"
"Ellicott Mine","1"
"Elliot Mine","2"
"Elliot Peak","82"
"Elliott Mine","1"
"Elliott Nunatak","66"
"Elliott Ridge","110"
"Ellis","1"
"Ellis-Jones Mine","1"
"Ellis Bluff","18"
"Ellis Emerald Mine","6"
"Ellis Mine","7"
"Ellis Quarry","5"
"Ellisras Crater","4"
"Ellsworth Land","409"
"Ellsworth Land Eights Coast","7"
"Ellsworth Land English Coast","371"
"Ellsworth Land Lassiter Coast","3"
"Ellsworth Land Long Glacier, west side","5"
"Ellsworth Land Morgan  Inlet, S bluff","9"
"Ellsworth Land Orville Coast","1318"
"Ellsworth Land Orville Coast, ""Eastern Thiel Range""?","2"
"Ellsworth Land Rochray Glacier, outcrop to E","4"
"Ellsworth Land Thurston Island, SE shore","4"
"Ellsworth Mine","2"
"Ellsworth Mountains","5"
"Ellsworth Mountains Anderson Massif","9"
"Ellsworth Mountains Anderson Massif, southwest end","1"
"Ellsworth Mountains Anderson Massif, west side","2"
"Ellsworth Mountains Barnes  Ridge, N-most nunatak","1"
"Ellsworth Mountains Barrett Nunataks","15"
"Ellsworth Mountains Barrett Nunataks, west end","3"
"Ellsworth Mountains Bastien Hills","37"
"Ellsworth Mountains Bastien Hills, north end","2"
"Ellsworth Mountains Bastien Hills, nunatak far to northwest","2"
"Ellsworth Mountains Bastien Hills, south end","5"
"Ellsworth Mountains Beaudoin Peak","6"
"Ellsworth Mountains Beaudoin Peak, south side","10"
"Ellsworth Mountains Beitzel Peak","6"
"Ellsworth Mountains Bell Valley","4"
"Ellsworth Mountains Bell Valley, south","2"
"Ellsworth Mountains Bingham Peak","1"
"Ellsworth Mountains Bowers Corner","3"
"Ellsworth Mountains Bowers Corners, nunatak far to east","1"
"Ellsworth Mountains Bowers Corners, nunatak far to East","1"
"Ellsworth Mountains Bowers Corners, nunataks far to SE","2"
"Ellsworth Mountains Chappel Peak, nunatak to south","3"
"Ellsworth Mountains Chappel Peak, nunatak to southeast","1"
"Ellsworth Mountains Chappel Peak, nunataks  to south","1"
"Ellsworth Mountains Chappel Peak, nunataks to south","5"
"Ellsworth Mountains Chappel Peak, ridge to south","2"
"Ellsworth Mountains Charles Peak","9"
"Ellsworth Mountains Collier Hills","18"
"Ellsworth Mountains Conglomerate Ridge","20"
"Ellsworth Mountains Courtney Peak","5"
"Ellsworth Mountains Cunningham Peak, southeast end","1"
"Ellsworth Mountains Dickey Peak","1"
"Ellsworth Mountains Dickey Peak, southwest end","1"
"Ellsworth Mountains Dickey Peak, SW end","5"
"Ellsworth Mountains Douglas Peaks, southeast end","4"
"Ellsworth Mountains Dunbar Ridge","1"
"Ellsworth Mountains Dunbar Ridge,  north end","3"
"Ellsworth Mountains Dunbar Ridge, north end","3"
"Ellsworth Mountains Edson Hills","19"
"Ellsworth Mountains Ellsworth Mountains","2"
"Ellsworth Mountains Elvers Peak","12"
"Ellsworth Mountains Enterprise Hills","1"
"Ellsworth Mountains Enterprise Hills, nunatak on NE side","1"
"Ellsworth Mountains Flowers Hills","5"
"Ellsworth Mountains Founders Escarpment","7"
"Ellsworth Mountains Founders Escarpment, nunataks to NW","7"
"Ellsworth Mountains Founders Peaks","54"
"Ellsworth Mountains Fusco Nunatak","14"
"Ellsworth Mountains Gifford Peaks","1"
"Ellsworth Mountains Gilbert Peaks","1"
"Ellsworth Mountains Gross Hills","20"
"Ellsworth Mountains Gross Hills, east side","9"
"Ellsworth Mountains Hessler Peak","2"
"Ellsworth Mountains High Nunatak","17"
"Ellsworth Mountains Holt Peak, north end","5"
"Ellsworth Mountains Howard Nunatak #4","3"
"Ellsworth Mountains Howard Nunatak #6","2"
"Ellsworth Mountains Howard Nunatak #7","1"
"Ellsworth Mountains Huggler Peak","16"
"Ellsworth Mountains Huggler Peak, east side","2"
"Ellsworth Mountains Inferno Ridge, north end","8"
"Ellsworth Mountains Kelley Peak","1"
"Ellsworth Mountains Kelley Peak, east","4"
"Ellsworth Mountains Kelley Peak, nunatak to southeast","1"
"Ellsworth Mountains Landmark Peak","3"
"Ellsworth Mountains Landmark Peak,  nunatak to southeast","3"
"Ellsworth Mountains Landmark Peak, nunatak to southeast","2"
"Ellsworth Mountains Lanz Peak, nunatak to NE","1"
"Ellsworth Mountains Lanz Peak, nunatak to NW","1"
"Ellsworth Mountains Liberty Hills","21"
"Ellsworth Mountains Liberty Hills, south end","8"
"Ellsworth Mountains Long Gables-Mt. Anderson, ridge between","4"
"Ellsworth Mountains Long Gables, nunatak to SW","3"
"Ellsworth Mountains Macdonald Peak-Mount Crawford area","3"
"Ellsworth Mountains MacDonald Peak, nunatak to norheast","1"
"Ellsworth Mountains MacDonald Peak, nunatak to west","3"
"Ellsworth Mountains Marble Hills, south end","10"
"Ellsworth Mountains Matsch Ridge","18"
"Ellsworth Mountains Meyer Hills","5"
"Ellsworth Mountains Mhire Spur","1"
"Ellsworth Mountains Minaret Peak, nunatak to southeast","5"
"Ellsworth Mountains Mount Barden,  west spur","3"
"Ellsworth Mountains Mount Barden, west arete","2"
"Ellsworth Mountains Mount Bentley, west end","3"
"Ellsworth Mountains Mount Crawford, north arete","8"
"Ellsworth Mountains Mount Dolence","2"
"Ellsworth Mountains Mount Gardner,  west arete","1"
"Ellsworth Mountains Mount Gardner, west arete","2"
"Ellsworth Mountains Mount Rossman,  promontory to west","2"
"Ellsworth Mountains Mount Tyree, arete south","2"
"Ellsworth Mountains Mount Tyree, arete to south","1"
"Ellsworth Mountains Mount Ulmer","13"
"Ellsworth Mountains Mount Ulmer,  ridge to west","1"
"Ellsworth Mountains Mount Weems,  south face","2"
"Ellsworth Mountains Mount Weems, 0.5 mile W of summit","1"
"Ellsworth Mountains Mount Weems, slope west of summit","1"
"Ellsworth Mountains Mount Weems, small nunatak to west","3"
"Ellsworth Mountains Mount Weems, south face","17"
"Ellsworth Mountains Mount Weems, spur on south face","2"
"Ellsworth Mountains Mount Wyatt Earp, east-southeast flank","12"
"Ellsworth Mountains Mount Wyatt Earp, summit","7"
"Ellsworth Mountains Mt. Benson, to southeast","1"
"Ellsworth Mountains Mt. Craddock, nunatak to SW","3"
"Ellsworth Mountains Mt. Dalrymple, nunatak to west","1"
"Ellsworth Mountains Mt. Dawson area","2"
"Ellsworth Mountains Mt. Dawson, west","4"
"Ellsworth Mountains Mt. Dickey, nunatak to N","1"
"Ellsworth Mountains Mt. Dolence","6"
"Ellsworth Mountains Mt. Dolence, north side","6"
"Ellsworth Mountains Mt. Fordell, S side","2"
"Ellsworth Mountains Mt. Goldthwait, southwest arete","3"
"Ellsworth Mountains Mt. Landolt, nunatak to W","1"
"Ellsworth Mountains Mt. Landolt, nunatak to west","2"
"Ellsworth Mountains Mt. Liptak, NE end","9"
"Ellsworth Mountains Mt. Lymburner","7"
"Ellsworth Mountains Mt. Lymburner, north","4"
"Ellsworth Mountains Mt. Mogensen, nunatak to SE","4"
"Ellsworth Mountains Mt. Mogensen, nunatak to southeast","3"
"Ellsworth Mountains Mt. Rosenthal","11"
"Ellsworth Mountains Mt. Rosenthal, east side","3"
"Ellsworth Mountains Mt. Rossman, point to east","2"
"Ellsworth Mountains Mt. Sharp, nunatak to west","1"
"Ellsworth Mountains Mt. Shattuck","7"
"Ellsworth Mountains Mt. Simmons","5"
"Ellsworth Mountains Mt. Twiss, nunatak to north","8"
"Ellsworth Mountains Mt. Twiss, southwest side","6"
"Ellsworth Mountains Mt. Tyree, east side","1"
"Ellsworth Mountains Mt. Virginia, to southeast","13"
"Ellsworth Mountains Mt. Weems","13"
"Ellsworth Mountains Mt. Weems area","2"
"Ellsworth Mountains Mt. Weems, 0.5 mile W of summit","1"
"Ellsworth Mountains Newcomer Glacier, south side","3"
"Ellsworth Mountains Newcomer Glacier, west side","1"
"Ellsworth Mountains Newcomer Glacier,W side - Mount Crawford","2"
"Ellsworth Mountains Nimbus Hills","19"
"Ellsworth Mountains nunatak ~ 4 miles west of Mount Sharp","5"
"Ellsworth Mountains nunatak west of Mount Barden","4"
"Ellsworth Mountains O'Neill Nunataks","28"
"Ellsworth Mountains Olsen Peak","23"
"Ellsworth Mountains Olsen Peak - Mt. Wyatt Earp ridge","6"
"Ellsworth Mountains OlsenPeak-Mt. Wyatt Earp, ridge between","2"
"Ellsworth Mountains Pardue Peak, nunatak to west","2"
"Ellsworth Mountains Patrick Hills","9"
"Ellsworth Mountains Patrick Hills, southeast end","10"
"Ellsworth Mountains Pioneer Heights","6"
"Ellsworth Mountains Pipe Peak","4"
"Ellsworth Mountains Pipe Peak, north end","3"
"Ellsworth Mountains Plank Point, nunatak to northwest","6"
"Ellsworth Mountains Pojeta Peak","18"
"Ellsworth Mountains Polarstar Pea, ridge to north","1"
"Ellsworth Mountains Polarstar Peak","19"
"Ellsworth Mountains Polarstar Peak,  ridge to north","1"
"Ellsworth Mountains Polarstar Peak, E flank","1"
"Ellsworth Mountains Polarstar Peak, NW flank","2"
"Ellsworth Mountains Polarstar Peak, ridge to north","4"
"Ellsworth Mountains Polarstar Peak, spur, westernmost point","1"
"Ellsworth Mountains Redpath Peaks","1"
"Ellsworth Mountains Rhodes Bluff","8"
"Ellsworth Mountains Ronald Ridge","1"
"Ellsworth Mountains Samuel Nunataks, Nimbus Hills","6"
"Ellsworth Mountains Seaquist Peak","23"
"Ellsworth Mountains Sentinel Range","1"
"Ellsworth Mountains Siefker Ridge","8"
"Ellsworth Mountains Siefker Ridge, northeast end","2"
"Ellsworth Mountains Skelly Peak","24"
"Ellsworth Mountains Skelly Peak, nunatak to south","1"
"Ellsworth Mountains Smith Ridge","3"
"Ellsworth Mountains Smith Ridge, south end","1"
"Ellsworth Mountains Springer Peak","34"
"Ellsworth Mountains Springer Peak, south end","5"
"Ellsworth Mountains Three Sails","3"
"Ellsworth Mountains Urban Point","4"
"Ellsworth Mountains Urban Point,  promontory to southeast","2"
"Ellsworth Mountains Urban Point, nunatak to southeast","2"
"Ellsworth Mountains Vinson Massif, nunatak to W","2"
"Ellsworth Mountains Vinson Massif, to west","3"
"Ellsworth Mountains Watlack Hills","1"
"Ellsworth Mountains Watlock Hills, north end","10"
"Ellsworth Mountains Weaver Nunataks","1"
"Ellsworth Mountains Weaver Nunataks,  nunatak to southeast","2"
"Ellsworth Mountains Weaver Nunataks, nunatak to northwest","8"
"Ellsworth Mountains Webers Peaks","2"
"Ellsworth Mountains Welcome Nunatak","2"
"Ellsworth Mountains west side of Newcomer Glacier","2"
"Ellsworth Mountains West side of Nimitz Glacier, east point","4"
"Ellsworth Mountains Wilson Nunataks","52"
"Ellsworth Mountains Windy Peak","3"
"Ellsworth Mountains Yochelson Ridge","3"
"Ellsworth Mountains Zavis Peak, nunatak to south","2"
"Ellsworth Mountains Ziegler Point","5"
"Ellsworth Mountains Ziegler Point, Gross Hills","12"
"Ellsworth Mountains Ziegler Pt, Gross Hills","1"
"Ellsworth Mtns. Block","22"
"Ellsworth Mtns. Block, Haag Nunataks","5"
"Ellsworth Mtns. Block, Martin Hills","8"
"Ellsworth Mtns. Block, Nash Hills","12"
"Ellsworth Mtns. Block, Pirrit Hills","15"
"Ellsworth Mtns. Block, Sentinel Range","7"
"Ellsworth Mtns. Block, Whitmore Mtns.","7"
"Ellweiler Mine","1"
"Elm Orlu Mine","2"
"Elm Pond","1"
"Elmer Ray Mine","2"
"Elmers Nunatak","6"
"Elmo Mine","1"
"Elmwood Mine","72"
"Elnoy Mine","1"
"Elonora Mine","1"
"Elsie Mine","1"
"Elura Mine","1"
"Elverdton Mine","1"
"Ely Copper Mine","1"
"Ely District","1"
"Ely Lake","2"
"Emanhu Mine","1"
"Embalse Poechos","1"
"Embarrass Lake","2"
"Embarrass River","5"
"Embreeville Mine","3"
"Embudo Vein","1"
"Emerald Lake","21"
"Emerald Mine","19"
"Emerald Pond","1"
"Emeralite Mine","2"
"Emeralite Mine No. 1","1"
"Emeralite Mine No. 2","1"
"Emerson Farm Cut Bank","1"
"Emery Mine","14"
"Emery Seam","1"
"Emet Colemanite Deposit","1"
"Emigrant Gap Complex","201"
"Emilia Mine","1"
"Emilio Mine","2"
"Emily Lease","1"
"Emily Mine","1"
"Emma Consolidated Mine","23"
"Emma Dean Mine","1"
"Emma Louisa mine","1"
"Emma Louise Mine","1"
"Emma Luisa Mine","2"
"Emma mine","1"
"Emma Mine","39"
"Emma Mine, 1200 Ft. Level","1"
"Emme Mine","1"
"Emmet Mine","1"
"Emmons-Taylor Quarry","1"
"Emmons Lake","10"
"Emmons Mine","16"
"Emmons Quarry","3"
"Emperor Gold Mine","10"
"Emperor Mine","7"
"Emperor Seamount Chain, Detroit","19"
"Emperor Seamount Chain, Hanzei","25"
"Emperor Seamount Chain, S of Detroit","8"
"Emperor Seamount Chain, Suizei","30"
"Emperor Seamount Chain, Tenji","23"
"Emperor Seamount Province","63"
"Empire-Nevada Mine","1"
"Empire Company's Copper Camp","1"
"Empire District","1"
"Empire gulch","1"
"Empire Gulch","1"
"Empire HIl","1"
"Empire Mine","63"
"Empire Mine, 3000 Ft. Level","1"
"Empire Nevada Mine","5"
"Empire State Co Quarry","1"
"Empire State Mining Group","1"
"Empire State Quarry","1"
"Empire Zinc Co Mine","3"
"Empire Zinc Mine","4"
"Emporia Pond","1"
"Empress Josephine Mine","7"
"Empress Mine","3"
"Emrick Lake","6"
"Emtilomba","1"
"Emu Quarry","1"
"Encampment - Pearl","257"
"Encampment Island","1"
"Encantada Mine","2"
"Encarnacion Mine","8"
"Encinitas Copper Mine","1"
"Encounter Bay Granite","2"
"Endako","5"
"Endeavour","143"
"Endeavour Segment: east of Main Endeavour Field","12"
"Endeavour Segment: near Main Endeavour Field","20"
"Endeavour Segment: NW of Main Endeavour Field","2"
"Enderley Rock","2"
"Endicott Mine","1"
"Endlichite","6"
"Endowment Mine","8"
"Endurance Cliffs","6"
"Enemy Swim Lake","4"
"Engadin Mine","1"
"Engels Copper Mines","1"
"Engels Mine","3"
"Engineer Mine","5"
"England Mine","1"
"Engle Mine","1"
"English China Clay Mine","1"
"English Harbour","5"
"English Knob Mine","16"
"Eniovche Mine","2"
"Enoch Valley Mine","1"
"Enoch Valley phosphate mine","1"
"Enpo","1"
"Enpo Seamount","4"
"Enrique Mine","2"
"Enrique Vein","5"
"Enselma Mine","1"
"Ensor Mine","1"
"Enterprise Mine","23"
"Enterprise Zinc Mine","1"
"Enterprise, Jumbo No. 3 Vein","1"
"Entia dome","147"
"Eocene Acapulco intrusive","3"
"Eocene Green River Formation","1"
"Eot Island","3"
"EPI B - Cioan","11"
"EPI B - Cioan / EPI C","4"
"EPI C","8"
"EPI C/EPI G","9"
"EPI E","2"
"EPI F","3"
"EPI G","8"
"Epidote Peak","19"
"Epoch Mine","1"
"EPR","89"
"EPR 9N","44"
"EPR E flank","1"
"EPR W flank","2"
"EPR:13N","8"
"EPR:13N:Actinoir","4"
"EPR:13N:Dorian","2"
"EPR:13N:Grandbonum","10"
"EPR:13N:Jumeaux","5"
"EPR:32S:Saguaro","6"
"EPR:38S:AnniesAnthill","1"
"EPR:38S:PaleEtoile","4"
"EPR:9N","947"
"EPR:9N:9_50","75"
"EPR:9N:A","39"
"EPR:9N:AlvinellidBlanket","4"
"EPR:9N:AlvinellidPillar","41"
"EPR:9N:Bio9","81"
"EPR:9N:Bio9'","38"
"EPR:9N:Bio9''","12"
"EPR:9N:Biovent","38"
"EPR:9N:BM119","288"
"EPR:9N:BM141","40"
"EPR:9N:BM35","5"
"EPR:9N:BM41","2"
"EPR:9N:BM82","212"
"EPR:9N:BM89","117"
"EPR:9N:Choo-Choo","66"
"EPR:9N:CrabSpa","13"
"EPR:9N:E","4"
"EPR:9N:EastWall","296"
"EPR:9N:Hot8","22"
"EPR:9N:Io","66"
"EPR:9N:K","32"
"EPR:9N:L","116"
"EPR:9N:M","31"
"EPR:9N:MusselBed","3"
"EPR:9N:OSC","295"
"EPR:9N:OSC:Medusa","19"
"EPR:9N:P","186"
"EPR:9N:P-middle","14"
"EPR:9N:PBR600","1"
"EPR:9N:Perseverance","4"
"EPR:9N:Q","43"
"EPR:9N:RustyRiftia","8"
"EPR:9N:S","27"
"EPR:9N:Sketchy","12"
"EPR:9N:SW","3"
"EPR:9N:TamTown","29"
"EPR:9N:TevniaHole","8"
"EPR:9N:Tica","284"
"EPR:9N:Tica-dif","15"
"EPR:9N:Ty","77"
"EPR:9N:Ty/Io","12"
"EPR:9N:U","22"
"EPR:9N:V","82"
"Epsy Mine","3"
"Equatorial Atlantic","1"
"Equatorial Line Islands","1"
"Equilla Mine","1"
"Equity Mine","1"
"Erasmus Mine","1"
"Erebus","25"
"Eregetu","2"
"Ergani Mine","8"
"Erganie Chrome Mines","1"
"Ergen Maden Mine","1"
"Erich Mine","1"
"Erie Mine","2"
"Erie Mining Pits","11"
"Erie No. 2 Pit","10"
"Erie Railroad Cut","44"
"Erie Shaft","1"
"Erie Taconite Pits","13"
"Erin Mine","1"
"Erker Shaft","1"
"Erkshire Mine","1"
"Erlanger Spur","17"
"Ermita Mine","1"
"Ermo Mine","16"
"Erna Mine","1"
"Ernest Mine","1"
"Ernst August Mine","1"
"Erpe River","51"
"Erpe River sidechannel","2"
"Errington Mine","8"
"Erro Tobbio - Voltri","69"
"Erta Ale","1"
"Erta Ale Volcano","52"
"Erupcion Mine","36"
"Erussard And Bovein Mine","1"
"Erussard And Rovein Mine","1"
"Erzherzberg","1"
"Esashi Mine","1"
"Esau","1"
"Eschbroich Mine","5"
"Escuadro Mine","3"
"ESE of Rapanui","1"
"Esk","35"
"Esk Guyot, Walvis Ridge","9"
"Eskerlein","1"
"Esmerald Shaft","1"
"Esmeralda","3"
"Esmeralda Claim","3"
"Esmeralda Mine","12"
"Esmeralda Vein","1"
"Esmoraca Mine","1"
"Espanola Island","6"
"Espanola Mine","3"
"Esparanca Mine","1"
"Espera Nza Mine","1"
"Esperanza-Sierrita Mine","2"
"Esperanza And El Coyote Mines","1"
"Esperanza Mine","15"
"Esperanza Mine, 9 Ft. Level","1"
"Esperanza Mine, Above Ninth Level","1"
"Esperanza Opal Mine","4"
"Espey Mine","1"
"Espey Mine # 20","1"
"Espey Mine (No. 20)","1"
"Espey No. 20 Mine","1"
"Espey No. 21 Bauxite Mine","1"
"Espirito Santo Area","1"
"Espirito Santo Mine","1"
"Espiritu Santo","24"
"Espiritu Santo Area","2"
"Espiritu Santo Mine","1"
"Espondio Mine","3"
"Esponio Mine","1"
"Espritu Santo","1"
"Espy No. 1 And Bradley Bauxite Mine, Republic Mg. Co.","1"
"Esquelas Mine","1"
"Esquire Mine No. 1","10"
"Esquire Mine No. 7","12"
"Essex Mine","1"
"Essonne River","1"
"Esta Buena Mine","1"
"Estala Mine","1"
"Estany de Montcortés","6"
"Estela mine","1"
"Estela Vein","1"
"Esteline Mine","2"
"Estelle Mine","1"
"Esterly Mine","2"
"Estes Mine","3"
"Estey Mine","1"
"Estrella Mine","1"
"Etang de Beaurepaire","3"
"Etang de Beaurepaire ","2"
"Etang de Boissise le Roi","1"
"Etang de Boisvinet ","6"
"Etang de Brosse ","5"
"Etang de Duchêne","4"
"Etang de Goule ","6"
"Etang de Passavant-sur-Layon","5"
"Etang de Prugnolas","4"
"Etang de Saint-Denis","2"
"Etang du Loroux-Bottereau","5"
"Etang du Louroux ","5"
"Etchison Chrome Mine","1"
"Eten Island","3"
"Ethiopia","2"
"Ethiopian Rift","32"
"Ethiopian Rift/Afar Triangle","50"
"Ethylyn Claim","2"
"Eti Bank Chromite Mine","2"
"Etna","152"
"Etna Mine","1"
"Etoile Du Congo Mine","6"
"Etoile Mine","14"
"Etolin Island","2"
"Etowah Mine","2"
"Etown District","1"
"Etta Lithium Mine","48"
"Etta mine","1"
"Etta Mine","7"
"Etta Mine?","1"
"Etta Tin Mine","7"
"Eua Island","23"
"Euberoths Mine","1"
"Euboea Island","17"
"Eucinal Mine","1"
"Euclid Dike","1"
"Eugenia Bellmont Mine","1"
"Eulo Mines","3"
"Eupel Mine","1"
"Euphemia Seamount","3"
"Eureka","16"
"Eureka-Union Mine","1"
"Eureka Claim","3"
"Eureka Coal Company's Mine","3"
"Eureka Con. Mine","40"
"Eureka Consolidated Mine","19"
"Eureka District","1"
"Eureka Hill Mine","33"
"Eureka Mg. And Operating Co. Quarry","1"
"Eureka Mine","31"
"Eureka Mine, Cuprum Stope","1"
"Eureka Mines","1"
"Eureka Quarry","7"
"Eureka Shaft","2"
"Eureka Slate Company Quarry","2"
"Eureka Slate Quarry","2"
"Eureka Tunnel","22"
"Eureka Tunnel Mine","17"
"europa","1"
"Eusta Claims","1"
"Eustis Mines","7"
"Eutopia Mine","2"
"Eva Lake","1"
"Eva May Mine","2"
"Eva Mine","2"
"Eva Seamount","1"
"Evacation Vein","1"
"Evan Vermiculite Mine","1"
"Evander","7"
"Evans-Lou Mine","23"
"Evans Basin","1"
"Evans Lake","3"
"Evans Lou Mine","5"
"Evans Mine","6"
"Evans Turquoise Mine","3"
"Evelyn Seamount","1"
"Evening Mine","2"
"Evening Star","1"
"Evening Star Mine","33"
"Evening Star Prospect","1"
"Everglades","57"
"Evergreen Mine","1"
"Eversole Road","2"
"Everyly Mine","1"
"Evey Canyon","1"
"Evita Seamount","10"
"Evora District","1"
"Ewald Mine","1"
"Ewe Burn","1"
"Exaltaceon Mine","1"
"Exaltacion Mine","1"
"Excelsior Mine","9"
"Excelsior Water Mine","4"
"Excelsior Zinc Prospect","3"
"Exchequer Mine","3"
"Exmouth Lake","1"
"Exploits (South Island)","1"
"Exploradora Mine","2"
"Explorer Deep","1"
"Explorer Ridge","25"
"Explorer Seamount","19"
"Exposure Hill","41"
"Extended Union Claim","1"
"Extension 1, Boron open pit","1"
"Extension 16, Boron open pit","1"
"Extension 225, Boron open pit","1"
"Extension 5, Boron open pit","1"
"Extremadura Region","3"
"EYCHAUDA","20"
"Eyjafjallajökull","1"
"Ezperanza Mine","1"
"Ezuri Mine","1"
"F Hinaman Quarries","1"
"F. And S. Mine","5"
"F. M. Myrick Prospect","25"
"F.D. Claim Group","1"
"F.M. Myrick Mine","1"
"F.M.C. Mine","1"
"F.M.D. Mine","1"
"F.W. Hall Claim","2"
"Faber Quarry","1"
"Fabulosa Mine","14"
"Facuca Mine","9"
"Fadden Peak","11"
"Fafa River","2"
"Fågelsång","24"
"Fagradalsfjall","51"
"Faial","53"
"Faial rift zone, Capelinhos","1"
"Fair Haven Red Slate Co (Old) Quarry","1"
"Fair Play","1"
"Fair View Mine","1"
"Fairbanks District","6"
"Fairburn Mine","1"
"Fairchild Peak","2"
"Faircloth Mine","6"
"Fairday Claim","1"
"Fairday Mine","2"
"Faires Mine","1"
"Faires Tin Mine","1"
"Fairfax Quarry","266"
"Fairies Mine","1"
"Fairmont Mine","1"
"Fairmount","1"
"Fairmount Quarry","1"
"Fairplay Dist","1"
"Fairplay Mine","4"
"Fairview Claim Mine","1"
"Fairview Mine","8"
"Fairy Lake","3"
"Faith Mine","1"
"Faith Quarry","1"
"Faka Union Bay","3"
"Fakahatchee Bay","4"
"Fala-Beguets Island","8"
"Falcacci Mine","1"
"Falcoln Quarry","1"
"Falcon Mine","4"
"Falconbridge Mine","20"
"Falconbridge Nickel Mine","2"
"Falkenberg Mine","3"
"Falkland Islands","1"
"Fall-Arizona Mine","1"
"Fall River Gold Quartz Mine","1"
"Fallen Leaf Lake","11"
"Falling Rock Falls, Alabama","1"
"Fallison Bog","2"
"Fallison Lake","10"
"Fallon Alum Deposit","6"
"Fallon Quarry","31"
"Fallone Nunataks","17"
"Fallowfield Mine","3"
"Falls Creek","1"
"Falun Mine","4"
"FAMOUS Area","1"
"Fang Ridge","5"
"Fangjashan Mine","1"
"Fankou Ore Deposit","3"
"Fannett Dome","3"
"Fannett Dome Mine","1"
